Unnamed: 0,youtube_id,comment,like_num
0,River두유,고양이도 잘그리셨는데ㅠㅜ,107개
1,NiNi,여기 진짜 개비쌈 네일스티커 동대문가면 천원퀄 파는거 2만원이고 팔찌도 몇백원하는거 몇만원씩 팜,95개
2,버키,2만원....,38개
3,보혜,4:45 건널 수 없는 강을 건너는..게 아니고 돌아올 수 없는 강을 건너는...,16개
4,BubbleBubble,수수 너무 이뻣는데... ㅠㅠㅠ 힝,23개
5,Millie,라뮤끄님은 볼때마다 정말 섬세.. 그런데 온유님은 볼때마다 너무 궁금했는데 예전에 스타일리스트하셨던 건지 원래 인맥이 좋으신건지 아티스트들이랑 많이 친하기도 하시고 유명하신 것 같은데 이유가 뭔가요?😭,1개
6,미쯔초코,헐.. 라뮤끄님 고향이 천안이라니 저두 천안인데 괜히 반갑네늉,3개
7,최해삼,며칠전에 학교선배랑 술먹다가 에크멀립스틱 추천했는데 동기라고해서 깜짝놀랬어여! 첨알았어여 ㅋㅋㅋㅋㅋ 섬세완벽한 메이크업이다했는데 역시 미대라그럴까여,1개
8,HoomieKi,Cute idea! The studio is cute. You're so good! You paint really well. I love the cats!!,0개
9,jiahs,여기 임블리가 갔던 곳이네효ㅎㅎ,18개
10,요리하고화장하는언니요화언,운동화 너무 예쁜데요?!><ㅋㅋㅋㅋ저도 흰색운동화나 기본템사서 따라해봐야겠어요~~~👍👍,4개
11,MereaniQalovakawasa,Sooo beautiful 😍💕 what a fun project! I'm gonna try this 😊🌱,0개
12,박룰루,재밌겠다ㅜㅜ,2개
13,이지은,흰색칠할때 사용하신 붓 정보 궁금해요!!! 집에서 꼭 해보고 싶어용!,2개
14,정현선,진짜 너무 이쁘네용ㅠㅠ 저두 하구싶어용,0개
15,SooYummy수야미,온유님을 여기서 뵙다니... 전직 미대생으로써 너무재밌어요 ..❤️❤️,1개
16,은밍밍,라뮤끄님 혹쉬... 귀걸이 정보 알슈있을까요...? ㅠㅠㅠㅠㅠ,0개
17,르미르미,제가 팔로우하는 두분의 콜라보라니 저도 함께하고싶어용♡,0개
18,안은별,온유님 블라우스 엄총이뿌네용 라뮤끄님두 피부존좋.. 대리만족즁,0개
19,오뉴,라뮤끄언니 슬의에 채송화(전미도 님) 많이닮으신거같아요💗!!,0개
20,ChrisKim,언니..귀여웡..❤️거기에 패션센스까지..!,0개
21,해인,커스텀 신발 너무 귀여워요!!,0개
22,정소희,아이고 예쁘다❤️ㅎㅎ,0개
23,아라라라,언니 너무 좋아효~~~~~🥰,0개
24,baebae,"오와아아 ??온유님이랑도 친분있으셔요오 ?? 
신발보고 온유님이그렸는데 했는데 진짜 온유님등장✨ 아 머쉬룸이 새 작업실이었네요 인스타에서보구 새로운 인테리어샵인줄알랐네여ㅎㅎ",0개
25,버터프레첼,헝 언니 기다렸어요ㅠ,0개
26,이승아,온유님 너무 귀여워ㅜㅜㅠ,3개
27,Angelineuwu,"No entendí casi nada, pero igual me gusto jsjs",2개
28,유니카,저거 해보고프다...,0개
29,EMiinVlogs,so cute!! w,1개
30,AngeloAngelo,제니 ❤️,1개
31,귀멸의뽕짝,1빠!!!,1개
32,Kari,Great place!!🤩👍🏻,0개
33,꾸구꾸구,따라하고싶다,1개
34,칠칠칠칠,네일스티커 2만윈 개오바,5개
35,BLACKPINKUnit,Jennie trendsetter,0개
0,강혜민,"언니가 하면 오드아이,, 내가 하면 렌즈 잘못 낀 사람,,",536개
1,뫄뫄,오묘하고 몽환적인 분위기의 메이크업은 항상 람뀨님이랑 잘어울리는것 같아요:)),243개
2,Swoool,이번에 슬기로운 의사생활 보면서 채송화역할 배우님 누구 닮았는데 했더니 라뮤끄님이였다....!,152개
3,호호,딱 봤을 때 그냥 뷰러만 한 생얼 같이 보이는데 이렇게 공이 많이 들어간 메이크업이었다니... 투명해 보이고 넘 예뻐요,89개
4,SFBOO,아악 오드아이 미쳣다 ㅜㅜㅜㅜㅠ 언니 이런식으로 하면 우주대스타 유튜바 밖에 못 돼...,75개
5,ooOh,"아 이런거 볼때마다 느끼지만
빡세게 뙇!!하는 메이크업보다 
역시 자연스럽고 티안나게 예쁘게 하는게 제일 어렵다ㅠㅠㅜㅋㅋㅋㅋㅋ",42개
6,희진,그냥도 아니고 그린블루 오드아이까지 소화하는 람뀨언니...💚💙,73개
7,뇽뇽,언뉘 코감기 걸리셨나영 ㅠㅠㅠㅠㅠㅠㅠㅠ 코맹맹이 소리도 넘나 귀여워요 ㅎㅎ,22개
8,김연정,썸네일부터 또 홀려버렸다...,36개
9,보라해,"어후 대존예 나무꾼언니 그냥 날 가져요
선녀와 나무꾼은 내가 선녀가 아니라서 안되고....
난 나무 음 장작할게 제발",27개
10,개밥줘,와 ㅜㅜㅜㅜㅜㅜㅜ 뮤끄님 썸네일에 홀린듯이 들어ㅘㅆ습니다,23개
11,Han사랑,맥 라뮤끄 나온건 봤는데 이렇게 발색 보여주시니 감사합니다ㅠㅠ 당장 사러가야지ㅠ,18개
12,정혜,"썸네일 보고 깜짝 놀라서 달려 왔어여,,,, 미모 대박적이다,,,",22개
13,도로동둉,8:28 뮤끄님 오른손새끼손가락 다치셨나요..? 옆에서 봤을때 꺾여있는것 같아서요..ㅜㅜ,5개
14,웅앵웅,0:31 이미 끝난 거 아닌가요... 준비물은 언니 얼굴이죠ㅠㅠㅠㅠ,5개
15,스언져니,뭔가 엄청 큰 숲 속🌱 아무도 오지 않는 잔디밭에서 하얀 레이스 원피스를 입고 한 손에는 오래된 책 한 권📖 들고 서 있는데 파란 나비🦋 한 마리가 살랑살랑 날아와서 소녀의 콧잔등에 앉아 있는 듯한 느낌이 드는 몽환적인 메이크업이에요..💐,24개
16,거누,9:24 하이라이트 ❤️,6개
17,이희영,ㅠㅠㅠ 이 메이크업 박제해 언닝ㅜㅜㅜ,5개
18,BC,눈이 약간 아파보여요ㅠㅠ 언니 오른손 새끼손가락 노랑손톱 무슨일이예요??😲 꺾였어요.....,8개
19,이예솔,"나무꾼언니,, 감기걸린거죠,, 넘 귀여워ㅠㅠ,,, 감기 조심하세요",2개
20,고3정줄놓,저 댓글 원래 안다는 눈팅족인데 언니 립 보자마자 홀린듯이 맥 들어가서 구매했는데 저는 봄웜 라이트 컬러이고 진짜 미쳤어요 색감 완전 찰떡 제 스타일입니다 ㅠㅠㅠㅠ 봄웜분들께 강추강추 합니다!!!❣️,2개
21,jamong2자몽이,"맥 라뮤끄, 정말 유명한가봐요>.<
화장품알못 남자친구가 선물해줬어요!
색 너무 예쁘더라구요ㅠㅠㅠㅠ❤️
베이스립으로 발라도 예쁘고, 단독으로 발라도 예쁘고!
라뮤끄님처럼 블러셔로도  발라봐야겟습니당",1개
22,FeelgeunHiiam,진짜 사랑해요 라뮤끄언니 😘💕💘😭ㅠㅠ 진짜 오드아이마저 잘어울리다니... 언니 솔직히 말해요 메타몽이죠....?⭐️⭐️⭐️⭐️⭐️,2개
23,신이유,진짜 개여신🌸 진짜 인간벚꽃이여ㅜㅜ,1개
24,TEENIDLE,Thought this was gonna be LOONA’s odd eye circle makeup 😂,2개
25,,"Lamuqeちゃんの神秘的な感じすきです😊
メイクマネしますかわいい💓💓",1개
26,몽미,앗 뮤끄님 영상 아껴보려고 들어왓는데 없어융 ㅠ 재업되겟죵 아쟈✨😍✨😍✨😍매일매일 예뻐질께요 ㅎㅎㅎ^0^,1개
27,리따이준결혼하자,사람이 어떻게 이렇게 청순하고 귀여울 수가 있을까 ㅜㅜㅜ 언니 짱,1개
28,승현이,언니 브러시전체세트랑 퍼프세트도 따로 팔아주세요ㅠㅠ,1개
29,강혜림,"저는,, 속눈썹 뽝 올려도 아이라인 못잃겟더라고요ㅜㅜ 언니부럽,,, 근데 귀걸이 어디꺼에요? ㅜㅜ 존예",1개
30,봐뭘,헐 하이라이트 브금 너무 잘어울려요ㅠㅠㅠㅠㅠㅠ 노래 제목 아시는분..?,0개
31,JisY,여러분! 우린 하면 안되는거 알죠??ㅠㅠ,1개
32,SeongHeeAhn,오드아이도 정말 잘어울리는 라뮤끄언니 ㅠㅡㅠ,3개
