닉네임,댓글,좋아요수,날짜
한별Hanbyul,"우리 별별이들❤️
별별이들이 이번 영상 너무 좋아해 줘서
CNP에서 급 선물 이벤트 준비해 주셨어요!

👉🏻 @its.hanbyul 
요기에서 팜슈티컬 정품 크림 나눔 이벤트 중❤️
꼭 놀러와서 신청하고 제품 가져가요오💕✨",60개,2020. 5. 29.
Aitaneh,"Ooh dios mío que bien pronuncias el español Hanbyul,muy original el vídeo y la música de fondo es simplemente maravillosa,un saludo desde España!!(*˘︶˘*).｡*♡✨❤️",27개,2020. 5. 29.
혜동,와 이거뭐야뭐야 이런컨셉 왤케 좋은거야? 영화 주인공이 프롤로그에서 자기 세안법 소개하는거같아요ㅠㅠㅠ 아 너무 좋다 !!,639개,2020. 5. 29.
gingtokki,비지엠이 좀 큰거같아요ㅠㅠㅠㅠ 한별님 스페인어랑 목소리 더 생생하게 듣고 싶은데ㅠㅠㅠ 이번 영상 진짜 역대급인거같아요ㅠㅠ,417개,2020. 5. 29.
Yullian율리안,아니 언니 이거 모야모야 완전 중세시대 배경 고전영화 느낌 낭낭해요 ㅠㅠ 스페인어 간지나는 것 좀 봐 ㅠㅠ 사랑해요 한별님^^7,536개,2020. 5. 29.
한별Hanbyul,"(재업로드) 으아 ㅠㅠㅠ 영상 저장을 계속 잘못 해서 자막이 밀려가지구 재업로드 합니다 ㅠㅠㅠㅠ
그 전 영상에 남겨 주셨던 댓글은 다 읽어 보았어요 ㅠㅠㅠㅠ 감사해요❤️❤️

오늘은 제가 좋아하는 빈티지 영화에서 영감을 받은 색다른 영상을 들고 왔어요!
이런 1960~80년대 스타일을 너무너무 좋아해서 
예전부터 꼭 도전해 보고 싶었던 영상인데 만들면서 너무 재밌었어요!

넘나 피와 눈물 ㅋㅋㅋ 영혼 까지 갈리느라 고생한 영상이지만
다음 번에도 또 요런 작업 많이 하면 좋겠다!🌹",735개,2020. 5. 29.
VictoriaPach,no sabía que hablaba español y no entendía nada jsjsj,17개,2020. 5. 29.
지수,와 대박... 스페인어 공부중인데 진짜 제가 원하는 그런 느낌이에요ㅠㅠ 스페인어 특유의 섹시함...? 너무 좋아요 ㅠ ㅡ ㅠ 저도 얼른 열심히 배워서 이렇게 스페인어로 더빌고 해보고 싶어요!,5개,2020. 5. 29.
yessfuentes,WoW tu español es súper bueno. Me encantó!!! ❤️,11개,2020. 5. 29.
JJ,"컨퍼때 수정본, 완성본, 발표자료 최종 진짜 최종, 이런건갘ㅋㅋㅋㅋㅋㅋㅋㅋ",177개,2020. 5. 29.
unie,"4:18 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ여기부터 익숙한 느낌쓰 난다 다덜 알제 알제 넷플릭스 상용화 안됐을 때 자막/더빙은 저런 느낌으로 영화 엔딩 크레딧에 올라와야 한다구,,",99개,2020. 5. 29.
특별한감자,와 유료광고 영상이지만 너무 신박하다.. 영화 보는 거 같아요☺️ 비지엠도 좋고 스페인어도 좋고 한별님도 좋고 크 최고네요❣️❣️,104개,2020. 5. 29.
샌프란시스코Jeetube,"우와 영상 진짜,,,감탄하고 가요 이런 진짜 빈티지 영화같은 영상 컨셉은 처음인거같아요 게다가 스페인어 더빙,,최고!!! 저 스페인어 고등학교때 전공했는데 엄청 까먹어서 다시 공부하고 싶은데 좋은 꿀팁같은거 없을까요? 좋은 웹사이트니 유튜브 채널같은거요,,💛",124개,2020. 5. 29.
유잇,ㅜㅜ 와 저 진짜 댓글 잘 안다는 별별이인데 오늘은 달아야겠어요 한별님 완전 귀족같아요...ㅜㅜㅜ 진짜 이쁘시다 편집도 되게 공들인것같구 이런컨셉은 어디서 생각해내시는거에요 진짜 천재별 오늘도 좋은 영상 잘 보고갑니다 한별님 영상볼때마다 힐링되는느낌이에요 😚❤,144개,2020. 5. 29.
