닉네임,댓글,좋아요수,날짜
Jella젤라,최선을.. 다해.. 흔들었습니다.. 빵댕이...,690개,2020. 5. 29.
수빵,"언니 좀 삐그덕거려도 얼굴이 다해서 괜찮아요,,",268개,2020. 5. 29.
DeaClaraDevina,"For a -not-so-called-dancer, i think she did a good job eventhough it seems like she tried to remember the moves while dancing. She has back dancers, would be nice if she could make her own stage without 100% dancing. Love xoxo",12개,2020. 5. 29.
음슴,"96년생인데...솔직히 저 노래들 수련회, 체육대회, 축제 때 안춰본 춤 없다...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
젤라님 덕분에 추억소환하고 가욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",175개,2020. 5. 29.
nxxo,애는 내가 낳았나 언니 몸매 뭐야..❣️,115개,2020. 5. 29.
댄스팀유에이UA,"안녕하세요 ! 이번에도 함께 한 유에이 입니다 :)
이번 영상은 90년생들 쏴리질러🤟🏻🤟🏻🤟🏻
안무,의상,메이크업 모두 다 찰떡인 영상 보시고 좋아요 꾸~욱 눌러주세요 ❤️😍❤️
저희 유에이 채널에 신곡 댄스영상 업데이트 꾸준히 하고 있답니다 ! 구경하러 놀러오세요 ! 💎

p.s) 12곡 소화하느라 고생해쪄여 언니...🙊💕",134개,2020. 5. 29.
조은지,뭔가 엉성한데 잘추는듯하면서 매력있는 울언니.. ღღ,120개,2020. 5. 29.
숨이,"진짜 많은 곡을..심지어 음악 컨셉별로 의상,헤어, 화장까지 다 다르고...
춤도 다 소화해내시고...
진짜 감탄 밖에 안나오네요ㅜㅜ🤭👏🏻👏🏻👏🏻
너무 멋져요👏🏻👏🏻👏🏻",162개,2020. 5. 29.
A24STUDIO,촬영과 편집에 참여한 A24 Studio 입니다! :) 새벽까지 6시간 넘게 촬영하셨는데 힘든 티 하나 안 내시고~ㅜㅜ 고생 너무 많이 하셨습니다! 영상 재밌게 봐 주세요!! :),118개,2020. 5. 29.
SabrinaBlair,"You are a good dancer, i just hope you have a bit more energy and attitude, in some parts you look like you're uncomfortable, just go ham girl",10개,2020. 5. 29.
CharmeelainDasico,I didn't know she can dance. WTF!,15개,2020. 5. 29.
박수련,젤라님에게 한계가 있을까? 나는 한 부분만 보는 거라 단정 할 수 없겠지만 매번 다양하게 도전하는 모습 이렇게 올려줄 때마다 나도 무슨일이든 도전 해 볼 수 있을 것 같은 마음이 들어서 젤라영상 보면서 내 자존감도 높아지는 것 같다ㅠ 진짜 오늘도 너무 절망적인 하루였는데 이 영상 보면서 옛 생각하면서 웃고 있는 날 발견했다아 ㅠ 젤라님 사랑하고 감사해요 :-),81개,2020. 5. 29.
dshui,스타일링 다 다른거봐.... 정성 대박,79개,2020. 5. 29.
77ml,"젤라님 계획한일 도전하면서 성과도 내는 멋진 사람인데 지들은 하지도 못하면서 인스타에서 짖어대면 열등감이 조금은 사라지나요?? 불쌍해요😭
보세요. 이렇게 또 하나 이뤄냈지않습니까",80개,2020. 5. 29.
dntlrchl,이게 찐이다..진짜 라떼는 이 노래들이였지ㅠㅜㅜㅠㅠㅜㅠㅠㅠㅠ,40개,2020. 5. 29.
예쁜가혹쉬,"어쩜 이효리 제대로 소화하네..
여전사느낌 대박 ㅠㅠ",51개,2020. 5. 29.
HaramLee,"언니 눈물 날거같아요... 텔미,Gee때 완전 원더걸스,소녀시대 멥버로 들어가도 되는 비주얼에ㅜㅜ 효리언니 노래에 찰떡 카리스마..🤦‍♀️ 사랑해요!! 진!보!라!💜",58개,2020. 5. 29.
김민영,진짜 이쁘시다💜,5개,2020. 5. 29.
월이,내 10대가 다 여깄다...........ㅜㅜㅜㅜㅜㅜㅜㅠㅜㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠㅜㅠㅠㅠㅠㅜ우아아아각ㄱ 돌아가고파요ㅠㅠㅠㅜㅜ,11개,2020. 5. 29.
이다희,"젤라 언니가 이걸 해주다니 미친다 미쳐ㅠㅠㅠㅠ
근데 이효리 컨셉 너무 찰떡아니냐고❤️❤️❤️",8개,2020. 5. 29.
냥냥뽄치,"표정이 굳어있어서? 더 살짝 어색한거같아요 ㅋㅋㅋㅋㅋㅋㅋㅋ 언니 담엔 표정에 자신감을 더해주세요!! 
멋있어용🤩",4개,2020. 5. 29.
변핑,"옷은 예전그대로인데,  와 젤라님 진짜 소화 너무 잘하세요 옛날옷 안같아요🙊🙊🙊🙊❤❤❤❤❤❤❤❤❤  +)백댄서님들요🙊🙊🙊❤❤❤",1개,2020. 5. 29.
라이콩,"당신..안 어울리는 옷, 안 어울리는 헤어스타일, 안 어울리는 춤이 도대체 뭐야....?",11개,2020. 5. 29.
하은,"언니 피땀눈물이 제 폰 넘어로 느껴져요ㅠㅜ 진짜 고생 많으셨어요😭 스타일은 2000년대지만,,, 언니의 독보적인 분위기는 뭘로도 안가려지는군요😻 어쨋거나 사랑한다구요,,!!!!!💜💜💜",30개,2020. 5. 29.
김윤,모르는노래가없네야 너무추억 ㅋㅋㅋㅋㅋ 의상헤어도 너무 추억이고 이뻐요❤,4개,2020. 5. 29.
박현정,ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 넘나 이쁘고 넘나 잘추고 ㅠㅠㅠ 애기엄마 맞냐고요 ㅠㅠㅠㅠㅠ 로아동생으로 저좀 입양해주세요 로아 언니로 잘모실께요😭😭😭😭,4개,2020. 5. 29.
오리,🥰언니진짜 젤라언니 짱,5개,2020. 5. 29.
김은지,언니 항상 최고이다 라고 생각하지만 이번이 제 개인적인 역대급인거 같아요ㅜ 제가 좋아하는 장르를 이렇게 도전해주시고 컨텐츠로 만들어서 많이 보여주셔서 감사해요ㅜㅜㅜ 언니 아프지말고 오래오래 젤라또랑 즐겁게 보내요❤️❤️ 언니 사랑하고 항상 소중해요💜💜,45개,2020. 5. 29.
ChikoritaUchiha,"Jella fans: How many talents do you want to have?

Jella: y e s",41개,2020. 5. 29.
보라해태태,짱이었다가 아니라 지금도 짱이에요... 충분히 많이요 ㅠㅠㅠ 어떻게 저게 애엄마지?? 세상에서 제일 매력적으로사는 어무니.... 찬양해라 갓젤라..❤️,7개,2020. 5. 29.
변핑,"5:37  미쳐따,,,,,,",3개,2020. 5. 29.
민양,갓젤라.....♡ 다 의상 다른 거 봐... 최고다 진짜 ㅠㅠㅠㅠㅠㅠㅠㅠ,6개,2020. 5. 29.
JinKim730,오 세상에…… 언니 정말로 진짜로… 너무너무 완전 짱 멋져요….ㅠㅠㅠㅠ 미쳤엉…. 내 청춘은 센터픽은 젤라엿어!!!!!!!! >3<!!!!!!! 육분 이십사초동안 젤라언니랑 타임머신타고 갔다옴….….. 대박대박…..,21개,2020. 5. 29.
뿌링,진짜 가수같은느낌.. 끼많은 젤라뉨 ㅅ.ㅅ,6개,2020. 5. 29.
킬러혜,우런니...진짜 멋있어 최고야 어쩜 좋아 진짜 너무 멋있어 젤라 최고야 어쩌지...아니 너무 좋아요 사랑해요 앞으로도 많은 것을 도전하고 선보여주세요 젤라님 끝은 어디야..? 진짜 당신 자체가 너무 최고야 사랑해요♡,3개,2020. 5. 29.
유리,와 .. 언니 진짜 멋져요ㅠㅠㅠ 대박 대박 보는 내내 소름돋아서 .. 진짜 최고에요ㅠㅠ 사랑해요 젤라❤️,2개,2020. 5. 29.
SunnyJeong,춤도 춤이지만 곡에 맞게 스타일링도 변하는거ㅠㅠ 영상미도 좋고 너무 고생하셨을것 같아요ㅠㅠ💖💖,4개,2020. 5. 29.
MannyS,She lacks expression with her eyes,7개,2020. 5. 29.
김여원,언니 배우 빅민영닮았어요....어떻게해 너모이뻐😻,4개,2020. 5. 29.
해뤼,저오기...온니? 6분이 원래 이렇게 짧았아요🌷? 사랑합니다,5개,2020. 5. 29.
둥둥,"와,,, 이 춤들을 다 소화하시다니,,, 역시 젤라님ㅠㅠㅠ 헤어, 코디, 악세사리 노래마다 각각 맞춘 거 너무 멋져요ㅠㅠㅠ 젤라님이 하시면 대충 하셔도 간지 그 자체라구요ㅠㅠ",7개,2020. 5. 29.
아나사,"와이거다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
언니영상틀어놓고 저도같이 빵댕이흔들었어욬ㅋㅋㅋ",12개,2020. 5. 29.
최승민,추억이다... 전 02년생이라 저 유딩때 유행햇던 노래들이 많네요 ㅋㅋㅋㅋㅋㅠㅠㅎ 젤라님 너무 예쁘세요 !! ㅠㅠㅠ,9개,2020. 5. 29.
이스라Israa,"OMG when I heard the songs in the start, I was so touching.. that generation of Kpop is the best!!",27개,2020. 5. 29.
169cm,"취미 : 젤라님 영상 보기
특기 : 젤라님 추천템, 제작템 사기 (일단 사면 성공)",5개,2020. 5. 29.
FaiqahAdilla,"Omg, all the memories start flashing back.",5개,2020. 5. 29.
박지윤,옷도 분위기도 메이크업도 다 너무 디테일하고 찰떡이신데 춤도 일반인보다 잘 춰서 멋있어요 진짜 6분 동안 빠져들어요,8개,2020. 5. 29.
SUNJOY,얼굴선이 진짜 아름답다...♡,4개,2020. 5. 29.
이체리,갠적으로 젤라님 커트머리 진짜 레전드 넘사벽 후덜덜 ㄷㄷ,4개,2020. 5. 29.
자승자강,후반부로 갈수록 젤라님 열쩡....!!!!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ라떼에 취할려고 왔다가 감탄하고 가요,4개,2020. 5. 29.
i포뇨,세상에 아는춤이 이렇게나 신나다니 ㅋㅋㄱㅋㄱㅋ사실 요즘엔 댄스노래를 안 들어서.. 학창시절 안무까지 다 외웠던 노래 나오니까 너무 신나요 ㅠㅠ,6개,2020. 5. 29.
낑자라,"젤라님 진짜 최곱니다 😭 진짜 ""와"" 밖에 안 나와요... 진짜 최고....👍",4개,2020. 5. 29.
디어아라DearARA,노래마다 의상하며 메이크업하며 ... 대단하세유💜💜💜너무 이뻐요 ㅜㅜㅜ 👍🏻👍🏻👍🏻,6개,2020. 5. 29.
민정,"헐 완전 추억돋아여ㅠㅜ 이 시대로 돌아가고싶다..
와중에 언니 어떤 컨셉이든 다 잘어울리는것 봐...아가엄마맞나여ㅠ 완전 반했어여🧡",2개,2020. 5. 29.
도도,미쳤다...의상이랑 메이크업이랑 너무 그 시절이라 추억 돋아요ㅠㅠㅠㅠ,3개,2020. 5. 29.
kawaiinails,I couldve cried at the 2NE1 part LOL miss them so much,33개,2020. 5. 29.
최유나,정말 태어났더니 엄마가 이런 분이면 너무 행복할 것같아요ㅜㅠㅠ 언니 짱ㅜㅠㅠ,16개,2020. 5. 29.
,춤도 의상도 배경도 메이크업도 다 역대급이다,3개,2020. 5. 29.
원재현,애는 내가 낳았지..ㅜㅡㅜㅜㅜㅡㅡ몸매뭐야ㅜㅜㅡㅜㅜㅡㅜㅜㅜㅡ사랑해요언니ㅜㅜㅜㅡㅜ,3개,2020. 5. 29.
민서minseo,하 진짜 이 언닌 ㄹㅇ 개멋있어 하.. ㅜㅜㅜㅠ 언니 여자칭구는 나할래유 ㅠㅠㅠ🥺💖,3개,2020. 5. 29.
YoonAJang,초등학생 때 부터 고등학생 시절까지 다ㅠㅠㅠ 진짜 그시절 최고의 언니들이였죠... 물론 지금도 그렇지만ㅋㅋㅋ 오늘은 젤라님이 제일 최고인거 같아요ㅠ😭😭😘😍😍😍😍❣️,3개,2020. 5. 29.
박소정,다른 유튜버들은 거의 자신 위주로만 이쁘게 찍거나 자신만 찍는데 젤라님은 그런거 없이 돌아가면서 하는 모습에 정말 반해버려..🤩,1개,2020. 5. 29.
진,3:40 호피 찰떡 .. 언니 사랑해 ..,3개,2020. 5. 29.
J,"흐엉 추억 여행 하고 갑니다 ,, 그리고 넘 스트레스 받지 않으셨으면 좋겠어요 항상 응원합니다 ! 좋은 밤 되세용",3개,2020. 5. 29.
정현,4:23 이때 순간 테일러스위프트인줄!!!!,3개,2020. 5. 29.
돌삼,"헤어,메이크업,춤 등등 6시간 넘게 얼마나 고생하셨을까요ㅠㅠㅠㅠ언니 너무 멋져용❤️",5개,2020. 5. 29.
SalfiRL,Is that legal to be that beautiful? Like my God🔥,2개,2020. 5. 29.
손지호,하..... 왜 모르는게 하나도 없지....ㅎ 현타 온다ㅠㅠㅠㅠㅠㅠㅠ 언니 목하는게 뭔가요... 다 잘해 진짜ㅜㅜㅜ,3개,2020. 5. 29.
쩡Jeneis,진짜 가수보다 더 가수같은 만능이네요~👍그리고....점점 말라가농~영상위해서 다욧더하셨나봐여?난 디륵디륵이가 되어가는데..다여트 자극되네요ㅎㅎ쵝오에엽~!!,9개,2020. 5. 29.
AniqhaHakim,NOSTALGIAAA AT ITS FINEST,2개,2020. 5. 29.
조예은,"걸그룹 해도  될것 같아요☺
진짜  너무  춤  잘춰요!",5개,2020. 5. 29.
Pocarita,"i dont know you can dance wow, i'm your subscriber from indonesia. the songs are exactly my favorite that time hihihi",1개,2020. 5. 29.
KY,미쳐...진짜 애기옴마 맞냐구요ㅠㅠㅠㅠ이쁜데 착하고 매력있는데 몸매도 좋고 춤도 잘추고 진짜 언니 못하는게 뭐에요ㅠㅠㅠㅠㅠ사랑해여 젤라언니ㅠㅠㅠㅠ❤💛,3개,2020. 5. 29.
포도,2:52 포미닛 찰떡,4개,2020. 5. 29.
이아름달,와 이 언니 진짜 개멋있다...,3개,2020. 5. 29.
김유리,젤라님 대박! 완전 걸그룹 수준이예용! 😊😄👍♥️,4개,2020. 5. 29.
혜선HyeSunday,진짜....존멋.....최고에요....오늘부터 존경하기로 결심했어요✨,4개,2020. 5. 29.
혀녕이,언니 너무 멋지다아.... 사랑행~♥♥♥💓💓💓💓💗💗💗💖❤❤❤,4개,2020. 5. 29.
starlightoo,That so touching hearing all these songs I miss that days soooooo much 😭😭😭 ♡♡♡♡♡,0개,2020. 5. 29.
XIANC,So god really took his time on her.. I see,22개,2020. 5. 29.
이린,허미 짱멋지다,2개,2020. 5. 29.
최정원,꺄!! 모에요😮 젤라님 짱👍👍노래에 빠지고 젤라님께도 빠지고 1석2조🥰🥰젤라님 이 영상에서 했던 메이크업 올려주세요!!,17개,2020. 5. 29.
,"진짜 개멋있다,,",3개,2020. 5. 29.
이정민,댄스 너무 좋앙 ❤️❤️,1개,2020. 5. 29.
귀연,"그냥 의상,메이크업,컨셉 다 멋졌어 ㅜㅜ 언니 처음부분이랑 마지막 이효리인 줄 알았잖아요 ㅜㅜㅜ",2개,2020. 5. 29.
JaerimJung,WE STAN A MULTITALENTED QUEEN,11개,2020. 5. 29.
박보검봉구스,"와.. 이번 영상 레게노... 한 7번 돌려본듯
언니 젭발 이런 영상 또 올려주세요 ㅜㅠ",3개,2020. 5. 29.
,와 대박 하나하나 디테일 살려서 정성이 들어갔네요. 걸그룹했음 센터셨을듯 넘 예쁘셔,2개,2020. 5. 29.
SH,모르면 간첩 ~ 다 추억 돋는다 (Ｔ▽Ｔ),4개,2020. 5. 29.
로즈픽스rosefix,..... 진짜 젤라.... 최고다 😭😭😭😭😭😭💕💕💕💕💕💕 하..👍🏻👍🏻👍🏻,6개,2020. 5. 29.
judy,와 대박 완전 추억여행ㅠㅠ 젤라언니 당신 도대체 안어울리는 머리가 뭐야? 언니 혼혈이라면서요? 한국과 천국... 어쩐지 외모가 인간계 외모는 아닌 것 같더라니 천상계 외모였구나?,3개,2020. 5. 29.
이스라Israa,1:33 believe me.. she has a baby,1개,2020. 5. 29.
박이수,와 손담비커버 지대로다,2개,2020. 5. 29.
수경,와 아니언니 진짜 다른건 아 너무 귀엽다 이러고 봤는데 효리언니 노래 너무 찰떡. 숨멋. 소름돋았어여 개 머시써,1개,2020. 5. 29.
