닉네임,댓글,좋아요수,날짜
덤벼너구리,2:05,306개,2020. 4. 16.
리즈갱싢,카메라 각도를 좀 바꾸시거나 자세를 옆으로도 바꿔서 자세를 자세히 보여주셨음해요 카메라각도가 좀 밑에서 위를 찍는 각도라 말로 설명해주시긴해도 뒷쪽 혹은 옆쪽 자세가 안보이는게 좀 아쉬어요ㅠㅠ,117개,2020. 4. 16.
차유진,할땐 별로 안힘들었던거 같은데. 안벅지 근육통 최소 3일 갑니다.. 강력해요👍,17개,2020. 4. 16.
2020,어제 하려다가 미루고 오늘 아침에 따라했는데 내가 이걸 왜 했지 ㅜㅜ 하다가도 어느새 끝나있네요 모두들 예쁜 허벅지 라인을 위해 화이팅👏🏼🦵🏼🦵🏼🦵🏼🦵🏼,10개,2020. 4. 16.
,"이운동은 자세 잡기가 너무 어렵네요
여러방향에서 자세잡아서 한번더 올려주세요  효과있는동작인것같은데 잘못된 동작으로하면 데미지가큰동작인것같아서요",47개,2020. 4. 16.
랑랑,"오늘부터 허벅지 이별하기 운동 시작합니다.  매일 안 하면 나 멍멍이 합니다. 
4/16 : O 앉아서 다리 올리는 동작에 다리가 너무 후덜덜 거려서 내 다리가 아닌 줄 알았음
4/17 : O 불금에 맛난거 먹고 눕고 싶었... 지만 운동 함.. 땀이 비오듯이 나서 샤워하는 줄 알았음 역시나 다리 후덜덜
4/18 : 멍멍 머머머ㅓ어엄어어어ㅓㅇ머엄어멍
4/19 : 멍멍 
4/20 : O 주말 개망나니처럼 살아서 반성하고 오늘 마일리 하체와 강하나쌤의 허벅지 이별 운동 같이 함.. 낼 걸을 수 있을까.. 심히 걱정됨
4/21 : O 허벅지는 아직 사이좋게 잘 붙어 있지만 다리가 탄탄해지는 기분이 들어 좋아요😊
4/22 : 멍멍
4/23 : O
4/24 : 왈왈왕와아앙왕왈
4/25 : 왈왈 
4/26 : O
4/27 : O
4/28 : O
4/29 : O",234개,2020. 4. 16.
맙소사성대장의인생시트콤,"나의 가장 큰 고민이였던 허벅지 안쪽살 월요일부터 일주일 해봐야지 잠깐만 그 전에 짜파게티 하나만 먹고,,,,",70개,2020. 4. 16.
zn01,"인터벌같은거보다도 이렇게 정확한자세로 호흡 똑바로 하고 천천히 중심잡으면서 운동하는게 진짜... 힘든거같다......
그리고 먼가 자극도 더 잘되고 근육 스트레칭 제대로 되는거같아서 넘 좋음 ㅠㅠ",1개,2020. 4. 16.
Jihyesim,"선생님 자극 지대로 입니다!!
내일은 골반이깨나 아플거 같아요 ㅎㅎ
운동을 제대로 했단 뜻이겠지요?
언제나 감사드립니다💙
선생님의 자세한 설명과 에너지로 건강과 행복 충전하고 갑니다❣️",7개,2020. 4. 16.
심예원,열심히 따라하는데 첫동작부터 허벅지 안쪽에 자극이 안오네요ㅠㅠ오다리라 그런지 발끝과 무릎을 같은 방향으로 내리는 것부터가 무리에요... 무릎에 무리가 오는 것같은 기분이 들어요 흑흑 열심히 해봐도 앞벅지만 자극이 오는데 오다리도 그냥 쌤 설명 따라서 하다보면 감이 올까요..? 영상 잘 보고 있습니다♥,1개,2020. 4. 16.
차유진,첫번째운동 10초버틸때 머리쥐어뜯으면서 버텼어요ㅋㄱㅋㅋ,9개,2020. 4. 16.
윰윰,오늘도 누워서 눈으로 보며 상상운동... 내일 아침에 꼭 해야지,65개,2020. 4. 16.
yeoniB,확실히 하나쌤은 몸이 점점 좋아짐ㅋㅋㅋ,23개,2020. 4. 16.
박찬은,내전근운동하면 생리통에도 좋대요!!,14개,2020. 4. 16.
김윤서,목소리가 너무 예쁘셔서 들으며 운동따라하기좋아요..💟,6개,2020. 4. 16.
쑥Ssook,감사합니다 항상 파이팅 넘치는 하나쌤👍,4개,2020. 4. 16.
국자,쌤~ 너무 잘보고 있는데요ㅎㅎ 혹시 무릎이 안좋은 저같은 사람들을 위해 할수있는 효과좋은 하체운동 없을까요ㅠㅠㅠㅠ,13개,2020. 4. 16.
pppmy,허벅지 덜덜덜...ㄷ....,4개,2020. 4. 16.
홍시,허벅지 안쪽 살들이 자아가 생긴거 마냥 지들끼리 트월킹 미친듯이 추는데 난 죽을거 같네,48개,2020. 4. 16.
퐁당퐁당,이거하고 복근운동 바로했는데 허벅지에 경련이 일어나듯 계속 떨린다고해야하나 통증은 없는데 계속 덜덜이 하는 기분이랄까요...정상인가요?,36개,2020. 4. 16.
yujungseo,평생 붙어살던 허벅지가 과연 ㅜㅜ 화이팅!!!,4개,2020. 4. 16.
김은주,"저도 꼭 빼고 싶은 부분이라 운동중인데 자세가 정확한지 알수가 없어 답답 하네요
여러 각도에서 보여주시면 정확한 자세 잡기에 도움이 될것 같습니다",5개,2020. 4. 16.
정주희,아 뻐근해요 스트레칭할때 우드득 소리나요 ㅋㅋㅋ땀나요,4개,2020. 4. 16.
leeyeseul,강하나 쌤! 감사합니다 매일 해볼께요!!!,5개,2020. 4. 16.
소호,코로나 이후로 센터도 못가고ㅠㅠ 수영 복싱도 못해서 5키로나 쪘는데... 집에서 운동도 안되더라구요...선생님 믿고 한번씩 해볼게요!ㅠ,49개,2020. 4. 16.
Vero9,구독만 눌렀는데 벌써 온몸이 아프다.. 하...,2개,2020. 4. 16.
정엘사,헉~~~따라 잘 하다가 16분 좀 넘어 포기ㅠㅠ 허리가 자꾸 떠서.. 자세교정후 다시 도전^^,1개,2020. 4. 16.
AmberrStellar,"선생님 저 오늘부터 
진짜 딱 일주일 해보겠습니다 틈 보고싶어요
4/17 4/18 4/19 4/20 4/21 4/23 4/24 4/25 4/26 4/27 4/28 4/29 5/3",12개,2020. 4. 16.
JYOUN,"와 살면서 거의 써본적 없는 근육 같아요ㅋㅋㅋ 다리 사이 근육이 이렇게 자극되다니... 역시 강하나 쌤 최고,,,b",1개,2020. 4. 16.
raina26,12:22 예상치못한ㅋㅋㅋㅋ 동작의 전개라 저만 버벅거렸나요?,1개,2020. 4. 16.
가던길가세요,2:07 시작,26개,2020. 4. 16.
,이거 진짜 효과좋아요 코로나로 운동도안하고 먹기만하다가 5키로나쪄서 도저히 안되겠다 하고 시작했는데 하루한번씩 2주밖에 안됐지만 허벅지 사이에 공간이 생겼습니다.. 탄력을 잃었던 허벅지가 올라붙는게 느껴져요! 다들 화이팅.....,1개,2020. 4. 16.
냐옹,"0:43  여기서 빵터졌어요😆 운동 열씸히 하고 가겠습니다 ~!  아자~!!😀
+와..진짜 하는데 다리후들거리고...땀샤워를 했네요....와....내일도 하겠습니다!
4/21  저녁 12시 왔습니다~!
(하트가 사라졌네욥~♡)",8개,2020. 4. 16.
영다,❤️,6개,2020. 4. 16.
더나은,오늘 너무 귀여워요ㅠㅠㅠㅠㅠ💙 사랑해여 언니💜💜💜💜,4개,2020. 4. 16.
WhatIcallhannah,썸네일 사진 동장 진짜 엄청 어려워보여요ㅋㅋㅋㅋㅋㅋㅋ,8개,2020. 4. 16.
정혜원,쌤ㅜㅜ 광고가 너무 많아요ㅠㅠㅠ! 하다가 건너뛰기 누르느라 흐름이 끊겨용 흑흑 조금만 없애주세여 하지만 늘 감사해요 많이 버세요 :),9개,2020. 4. 16.
옴지,"쌤! 안녕하세요!😊 매일 영상보며 쌤이랑 같이 홈트하고 있는데욤, 쌤이 주로 입는 운동복이 궁금해서요..👉🏻👈🏻 혹시 알 수 있을까요? 그리고 짧은 5부 레깅스 어디 제품인지 알 수 있을까요??😶",2개,2020. 4. 16.
최재은,"3일차인데 오늘부터 출첵하려구요

1일차:❤️
2일차:❤️
3일차:❤️
4일차:❤️
5일차:❤️
6일차:❤️
7일차:❤️

하루마다 1키로씩 빠져요 ㄹㅇ..

살 쪄서 또

1일차:❤️",6개,2020. 4. 16.
SecondWhy,견갑골에 낀 등살좀 어케 해주세여ㅜㅜ 상체비만 ㅠ,1개,2020. 4. 16.
박성재,"저는 하체 안쪽에 공백이 생길 때까지 반복해보겠습니댜! 월,수,금 반복 챌린지 시작합니다😍❤️ (안 오면 혼내주세요.....불러주세요....)

4/22(수): O",11개,2020. 4. 16.
정주희,너무 좋아요 오랫동안 해주세요 늘 감사합니다 ^^,3개,2020. 4. 16.
혜린,원래 이거 하면 다리가 후들후들 거리는게 정상인가요ㅠ,1개,2020. 4. 16.
SUNNYKIM,영상 감사해요! 저는 20살때부터 강하나 선생님 하체 스트레칭 꾸준히 했었어요! 효과 완전 좋은데 이번에도 선생님 믿고 도전 해볼게요~!! 근력 없는 저에게 아주 딱이에요~ 영상 감사해요😉,2개,2020. 4. 16.
조운,좋은 영상 감사합니다.,2개,2020. 4. 16.
한승희,0:43 웃다 눈물남요ㅋㅋ,40개,2020. 4. 16.
박은토리,"쌤 복근 공개 텐션 왜캐 귀여우셔요😂😂😂👏👏👏👏
오늘도 건강한 몸을 위해 열운! 
감사합니당❤",2개,2020. 4. 16.
