닉네임,댓글,좋아요수,날짜
VannieEats,"Noodles, egg, sausage and kimchi. This is the perfect meal!😍",28개,2020. 6. 2.
JanaSeada,Noddels egg  sausage  this is the perfect meal,4개,2020. 6. 2.
EnyuZeeMukbang,Fran is the queen of noodles! 😍🍜,34개,2020. 6. 2.
아담Adam자취생먹방,짜파게티에 계란도 좋지만 전 저 소세지랑 조합이 진짜 좋을 거 같아요 ㅠㅠ 진짜 맛있겠다.. 소세지 뽀득뽀득 소리 좋아요😁😁😁,20개,2020. 6. 2.
김구라,짜파게티가 마르지 않고 촉촉해서 좋네요 후룩후루룩,17개,2020. 6. 2.
,ام عيون العمش الحوله مو جنتي ترجمين هسه ليش ما ترجمين👎👎,5개,2020. 6. 2.
내가낸데,아 진짜 밤에 보면 다섯개 한번에 끓여서 후드리 챱챱 하고 싶어 흑,11개,2020. 6. 2.
쿠허쿠허,"와..배가 고플때마다 업로드 해주시니..
완전 대단하신듯",6개,2020. 6. 2.
,روعه 😍😍😍❤❤❤❤❤,3개,2020. 6. 2.
푸딩,와 다이어트끝나면 짜파게티 머거야겠다 ㅋㅋ,4개,2020. 6. 2.
소유나,갠적으로 짜파게티 파김치보다 익은 배추김치랑 먹는걸 더 좋아합니다. 그래서 뭐 그냥 프란님 제 취향저격이라구요💕,45개,2020. 6. 2.
