닉네임,댓글,좋아요수,날짜
sophieJ,스마트 귀청소기 🤣🤣🤣🤣🤣,3개,2020. 4. 6.
정경호,하... 너무 바빠서 유튜브도 못보고 ㅂㄷㅂㄷ,0개,2020. 4. 6.
MalaysiaJin말레이시아진,"ㅋㅋ 저는 외이도염이 한번 걸린이후로 절대 귀를 파지 않습니다. ㅋ 의사선생님이 팔꿈치 보다 얇은건 귀구멍에 넣지 말라고 하셔서 ㅋㅋ
근데 신기하긴 하네요 ㅋㅋ",0개,2020. 4. 6.
권도윤,"영태형 덕분에
비데랑 헤어드라이기 너무 잘 쓰고 있어요 ㅋ

요즘 힘이좀 빠지신것 같은데 화이팅 입니다^^",1개,2020. 4. 6.
CheolminKim,아침부터 영상 감사합니다 ^^,0개,2020. 4. 6.
AlmondD,샤오미 워터픽 후기가 어떤지 제일 궁금한데 리뷰영상은 오래걸리겠죠ㅠㅠ,0개,2020. 4. 6.
ac,"너무 야한거 아냐???
속살을 보이다니....🤪🤪🤪🤪🤪",1개,2020. 4. 6.
DennisAm,진짜로 많이 샀네요,0개,2020. 4. 6.
DoctorLee,사회적 거리 두기가 최고죠 ...,0개,2020. 4. 6.
mikepark,요즘 코로나19 의 바이러스퇴치에 효과좋다는 uvc 소독기에 관련해서 포스팅 기대합니다.,0개,2020. 4. 6.
테크몽Techmong,오 ㅎ 초음파 구강세정기 끌리네요 ㅎ 보고만 있어도 깨끗해 지는 기분이에요 ㅋㅋㅋ,2개,2020. 4. 6.
OPDTravel,"세정의 중요성... 
은근 탐나는게 있는데요 스타트에서 귀....
사용에 겁이 날 듯 하지만...^^~ 
저는 구강 세정이 있어도 사용 빈도가 거의 없더라구요~~



유쾌한 말씀에 귀에 쏘옥입니다...",0개,2020. 4. 6.
최동헌,좋아용 홍홍홍,1개,2020. 4. 6.
AlmondD,"수련이형한테 혼나셨어요?? 카메라 전환이 좀 줄어든 것 같네요.
드디어!! 드디어!! 드디어!!! 구입 가격까지 말씀해주셔서 너무 좋아요!!
감사합니다~ 건강 조심하세요~",0개,2020. 4. 6.
DoctorLee,구독자가 늘어야 하는데 ...,5개,2020. 4. 6.
JinMyeongLee,"에라클린 초음파 세척기 쓰고 있습니다, 작동할 때 소리가 꽤 큰 편입니다.
주로 안경 세척용으로 쓰고있고, 세척할 때 뭔가 때가 빠지는게 눈에 보여서 만족스럽게 쓰고 있습니다.
다른 초음파 세척기는 안써봐서 비교 리뷰 해 주셨으면 좋겠습니다.",0개,2020. 4. 6.
HJKim,미에어 맥스같은 디지안으로 하나 더 나왔군요,0개,2020. 4. 6.
윤지용,영태형 비데 공구는 다시 없나요,0개,2020. 4. 6.
ChanP,"화면전환이 전보다는 조금 줄어들긴 했지만 여전히 정신 없어요 ㅠ 화면전환이 많으면 편집도 더 힘드실텐데 굳이 이렇게 많이 넣으시는건... 카메라도 2,3대정도면 충분할거같습니다.",0개,2020. 4. 6.
이영선,"영태형 안망하는거죠
오래보고싶어요",0개,2020. 4. 6.
키키짱,이번 리뷰에는 없지만 샤오미 구강세정기와 초음파 세척기 가지고 있어요. 강추합니다. 최근에 구입한 제품중에는 샤오미 미지아 자동손세정기. 자동쓰레기통이 아주 만족스러워요. 작년에 구매할 때는 금방 왔는데 코로나 이후로 배송에 상당히 시간이 걸리네요.,0개,2020. 4. 6.
키키짱,초음파 구강세정기는 신제품같네요. 요 제품의 가장 큰 단점은 물을 사용하다보니 물이 나오는 부위쪽에 물때까 낍니다. 입에 들어가는 건 아니니까 큰 걱정은 없는데 가끔 날카로운 도구를 이용해서 긁어내거나 청소용 티슈로 닦아야 합니다.,0개,2020. 4. 6.
