닉네임,댓글,좋아요수,날짜
권현수,윈도우 홈피에서 '지금 업데이트'와 도구 다운로드 후 팝업창에서 나오는 ' 이 PC를 업그레이드'의 차이점을 알고 싶어요,2개,2020. 6. 2.
OwenOh,"설치 usb로 만들면 그 버전도 최신 2004 버전으로 만들어지는건가요? 아님 업데이트 버전만 2004 인건가요? 현재 제 설치 usb에 이전버전이 담겨있는데, 그것도 새로 최신버전으로 만들고 싶어서용",0개,2020. 6. 2.
cota,"왜 업데이트가 안 될까 했는데 툴이 필요했군요. 
아직은 IE로 페이지사 열리는 경우가 많더군요.저만 그런지 엣지로는 구글드라이브에 대용량 영상 파일을 올리는 것이 원활하지 않더군요. 아주 안 되는 것은 아닌데 IE나 크롬과 달리 업로드를 마무리를 못하고 다시 시작을 하더군요. 이 업데이트로 개선될 문제일 수도 있겠네요.",2개,2020. 6. 2.
luckyclassic,코타나 버튼 생겨서 한국어 지원하는줄 알았는데 그냥 버튼만 생긴거였네요ㅠㅠ,0개,2020. 6. 2.
조범준,참 잘나왔는데 skt한정으로만 나온게 너무나도 아쉬운 모델...,4개,2020. 5. 13.
김흥래,혹시 a71퀀텀 강화유리도 리뷰해주실수있으신가요?,0개,2020. 5. 13.
김범준,자급제면 좋았는데..;;,0개,2020. 5. 13.
GalaxyBuds,첫빠따신가요 좋아요 박고갑니다 ㅎㅎ,0개,2020. 5. 13.
라타로,"라타로입니다. 오랫만에 첫 화면에서, 영상을 보았습니다",0개,2020. 5. 13.
유준선,혹시 a71 5g인가요?,0개,2020. 5. 13.
김갓삿갓삿,보안에 강화된 모델이면서도 실사용시 별다른 복잡한 과정이 없어서 좋네요 다만 skt에서만 가능한건 정말 아쉽네요,1개,2020. 5. 13.
AsusTek,A71이 왜 퀀텀이란 이름으로 들어오나봤더니 우리나라는 보안칩셋이 추가되었군여!,0개,2020. 5. 13.
TwoGW,와 엄청 빠르시네ㄷㄷ,0개,2020. 5. 13.
pungDol,1등입니더,1개,2020. 5. 13.
peaceletter,무선충전 방수방진 없어서. 패스,0개,2020. 5. 13.
이주안,배경음악좀 넣어주세요!!!!!,1개,2020. 5. 13.
요지경,요새는 중저가폰이랑 메인폰이랑 차이가 별로 안느껴지는듯 싶네요,0개,2020. 5. 13.
주니온TV,죄송하지만 저는 갤럭시 퀀텀은 보안 위협 없는 보안 혁신이라고 생각합니다. https://youtu.be/LNwT1nYB8T0,0개,2020. 5. 13.
jojunei,이래봤자 n번방방지법인가 뭔가 발동하면 다 뚫리는거 아님?,0개,2020. 5. 13.
김건희,그냥 kt에서도 나왔으면... 아니먼 자급제라도,0개,2020. 5. 13.
윤윤일구,제폰이랑 똑같으신데 크기가 좀더 크군요~,0개,2020. 5. 13.
nicemetoo,통신보안인가보내요 프로그램 암호 풀릴수잇을까요 데이터 강제추출,0개,2020. 5. 13.
이선엽,5g요금제만 써야하는게 아쉽네,0개,2020. 5. 13.
LGVELVETThinQ,"양자보안 기술은 SKT 일부 기능에서만 발동되니 다른 작업시에는 삼성 녹스,안드로이드 샌드박스에만 의존하니 사실상 실패 아이디어

※LTE와 5G는 방식이 달라서 5G는 WiFi보다 더 취약합니다",0개,2020. 5. 13.
나익희,"믿고 보는 씨디맨! 좋은 리뷰 감사합니다~~ 일루전 선셋 자급제 예약해놨는데, 기대되네용ㅎ.ㅎ",4개,2020. 5. 13.
케이치,"디자인은 이쁜데 성능에 비해 가격이 너무 비싸요 카메라OIS 빠졌고 LG에만 들어가는 쿼드덱 빠졌고 CPU 구리고 
듀얼 스크린을 포함한 89만원 이였으면 이렇게 까지 욕 안먹었을텐데..LG는 대체 무슨생각인걸까..",5개,2020. 5. 13.
씨네막CineMac,역쉬 씨디맨님 ~~ 의 섬세한 리뷰 항상 잘 보고 있습니다~ 듀얼 스크린~ 컨셉으로 완전히 디자인을 일체형으로 했으면 어땠을까 ....,3개,2020. 5. 13.
김갓삿갓삿,"디자인은 정말 괜찮게 나와서 관심 끌기에 성공한 반면 가격 때문에 기능들에대한 관심이 확 줄어든거 같네요 
실 체험에서 버벅임이 느껴진다니 정말 아쉽네요 asmr기능은 그중 가장 재밌게 활용할수 있을거 같네요",3개,2020. 5. 13.
양호성,감사합니다 ~,0개,2020. 5. 13.
님사람,사망보다 좋은것은 망사다,2개,2020. 5. 13.
luckyclassic,진짜 가격이 모든걸 망친듯 하네요.....,1개,2020. 5. 13.
박종현,차포 쫄 기 다 떼고 왕만 덩그러니 있는 장기판에 이길수 있는건가요?,0개,2020. 5. 13.
RAVEN,씨디맨님 애기 귀엽네요,1개,2020. 5. 13.
일웅고,갤럭시 s10보다 카메라 더 좋나요?,1개,2020. 5. 13.
요지경,참 고정관념이라는게 무서운 거 같아요 ㅋㅋ,0개,2020. 5. 13.
JimmyaGeek,Make a 4K Walking Video Test!,0개,2020. 5. 13.
식은널보내,조명때문에 그런가 사이드 곡률로 조명이 계속 비춰진당,0개,2020. 5. 13.
FrancisKiwon,"실물이 확실히 예쁘긴 예쁩니다. 외관 저정도로 잘 뽑아놨고 LG폰의 장점 잘 살려놨으니 ""어차피 이거 망하면 모바일사업부도 끝""이라 생각하고 그냥 8xx 넣어서 플래그십 시장에서 맞짱떠보는게 나았을텐데....출시 시점에 최적화를 제대로 안 시켜놓은 점도 씁쓸합니다.",2개,2020. 5. 13.
박장원,"매장가서 실물직접 보고 만지고 들어보고 왔습니다. 진짜 예쁘고 그립감좋고 가벼워요~
근데 AP와 가격때문에 많은욕을 먹고있네요. 개인적인 생각으로 EIS나 ASMR이나 와콤펜지원 등 그값을 하는 기능들이 꽤 들어있는데 스펙만보고 욕을하니 많이 안타깝습니다.
그렇다고 아쉬움이 없는건 아니지만요..
가격 좀 높이더라도 스냅855+정도만 넣어줬어도 꽤 좋은평을 들었을것 같습니다.
손떨방정도야 짐벌같은걸로 얼마든지 커버가 가능하니..
쿼드덱 빠졌다고 욕들 하는데 그거 들어가있을때 요즘같은때에 누가 유선쓰냐고 욕하던분들이 ㅋ
근데 쿼드덱이 빠져있는데도 불구하고 유선음질이 경쟁기들보다 좋은건 아무도 말을 안하더군요..
여러모로 안타깝습니다.
나라도 사줘야지..",1개,2020. 5. 13.
jang2014,15,0개,2020. 5. 13.
김경남,전면카메라옆반짝반짝 하는거어떤기능인가요,0개,2020. 5. 13.
영태를아시나요김,"엘지유플러스 에서 벨벳 구매 시 요금제에 따라 VR 기기를 무료 또는 할인해서 신청해 받아볼 수 있는데 그 중 ""피코 리얼플러스""라는 제품은 휴대폰을 직접 꼽지 않고 선으로 연결하여 볼 수 있는 기기이며 V50, V50S, 벨벳 에서만 사용할수 있다라고 보고 신청을 했습니다.
그런데 처음 사전예약 할때는 이벤트 신청 페이지에서 보지  못했던 ""벨벳폰으로는 유뿔에서 제공하는 VR컨텐츠 중 게임은 이용 못한다.""라는 유의사항 문구를 발견하게 되었는데,이게 단순히 제가 못보고 지나친건지 갑자기 문구를 추가한건지....만약 갑자기 추가한 것이라면 이것을 목적으로 벨벳폰 구매한 사람들에겐 허위 광고가 될 수 있겠다 싶은데 이에 관한 리뷰도 부탁드려요~",0개,2020. 5. 13.
박돌체아빠,se2 사자... 55만원,0개,2020. 5. 13.
재생일시정지,저 물방울노치(?)만 아니면 괜찮을거같은데,0개,2020. 5. 13.
월리,엣지가 크로미움 기반으로 오면서 기존보다 훨씬 편해졌더라구요....,9개,2020. 5. 9.
식은널보내,"오 콜렉션 기능은 괜찮네영
괜찮은 정보나 그런 페이지까지 즐찾해놓으면 즐찾만 많아지고 지저분해지는뎅",4개,2020. 5. 9.
qxyw,오랜만에 하드웨어 리뷰가 아니네요 역시 시디맨 근본은 소프트웨어쥬,4개,2020. 5. 9.
차영준,크롬에서 램잡아먹는것만 개선되었으면 좋겠네여 ㅋㅋㅋㅋ,21개,2020. 5. 9.
BSTiger,기존에 엣지를 주로 썼는데 새버전으로 갈아타봐야겠네요 ㅎㅎ 영상 잘보고 갑니다!,4개,2020. 5. 9.
