닉네임,댓글,좋아요수,날짜
만능혁키,형들!! 미안해 정보 수정할게 765G 5G 아니라 765 5G야!!❤️ 765랑 765G 랑 다른거는 그래픽속도가 쫌 더 빨라!! 약더빨고올게!! 그리고 저장공간은 모르겠는데 램은 8GB예상이야 일단 나오면 리뷰해볼게여!,91개,2020. 4. 19.
콜록박,"1:40 마이크 드립 ㅋㅋㅋㅋㅋㅋㅋ
4:07 레드벨벳 드립 ㅋㅋㅋㅋㅋㅋㅋ",6개,2020. 4. 19.
사랑하시바,"디자인 하면 엘지지! 애국 기업 짱짱!






근데 아이폰이냐 갤럭시냐 존나 고민이넹",41개,2020. 4. 19.
김서현,진짜 개재밋다 ㅋㅋㄷㅋㄷㅋㄷㅋ,4개,2020. 4. 19.
생생,"2:58 3:07 3:09

어떻게 해도 지금보다 더 예뻐지는거 ㄹㅇ 뭔데 ㅋㅋ",15개,2020. 4. 19.
앙코,3:25 팩맨을 카메라 밑에 둬서 먹는 것처럼 해도 귀여울듯,22개,2020. 4. 19.
펭펭펭,얼굴 로그좀 빼줘...,14개,2020. 4. 19.
사류니KennySaryunny,"디자인 너무 좋아보여요. 
이번에는 LG가 중박이라도 치면 좋겠어요.",16개,2020. 4. 19.
이은석,3:25 싱큐 마크보다 굿,18개,2020. 4. 19.
김꼬마,5:24 Iphone SE 2nd Generation oh ship oh man won,32개,2020. 4. 19.
nmloo,5:28 오마넌  짝 짝 짝 짝 짝   짝,3개,2020. 4. 19.
iiijjjzz,이상하게 삼성은 삼성로고 있으면 괜찮은 느낌적인 느낌이드는데... 왜 엘지는 엘지로고 있으면 좀 마음이 그렇지... 뭔가 엘지는 엘지로고 말고 벨벳이면 벨벳 띵큐면 띵큐 영어 적혀있는게 그나마 비교한다면 나은거 같아.,23개,2020. 4. 19.
봉산탈춤,갤9나 노트9즈음에 나왔어야지... ㅠㅠ,14개,2020. 4. 19.
김동민,"4:07 ㅋㅋㅋㅋ드립봐ㅋㅋㅋㅋ




형...출시해도 리뷰만 하고 안쓸꺼ㅈ...",31개,2020. 4. 19.
펭러뷰펭수,4:08ㅋㅋㅋㅋㅋㅋㅋ,3개,2020. 4. 19.
시우,LG폰 처음으로 사고싶게 만드네,34개,2020. 4. 19.
현실어드바이저KS,"ㅎㅎㅎㅎ 인트로 빵 ㅎㅎ 만능혁키님 정말 대단하십니다~
올 영상미 멋있어요
와우~ 마지막에 대박!",9개,2020. 4. 19.
괴짜TV,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와 진짜 누르자마자 웃으면서 시작...ㄷㄷㄷ
그 소식 성대모사 ㅋㅋㅋㅋ 구독 눌르래서 눌렀더니 구독아이콘이 빨간색으로 변했어요 힝..ㅠ
.
.
5만명 미리 축하드립니다",25개,2020. 4. 19.
의리군,예상가격이 89만원이라는 루머가 있던데 만약에 이가격에 사진촬영시 손떨림방지기능이 없고 AP가 765 라면 엘지가 실수하는것 같음... 79만원이라도 구입을 망설일텐데... 정말 저가격에 출시가 된다면 차라리 현 인터넷 판매가인 100만원대의 겔노트10을 구입하는게 나을것같음 ㅡㅡ,4개,2020. 4. 19.
DIDROD양갱,이번에는 정말 잘 나왔으면 좋겠네요.. 글고 저 팩맨 로고 저만 귀엽나요 ㅋㅋㅋ,13개,2020. 4. 19.
박성준,ㅋㅋ 처음에 처맞으면서 시작하는거 너무 재밌어요,2개,2020. 4. 19.
조수영,벨벳로고 있어도 느낌이 확 다르고 팩맨ㅋㅋㅋㅋㅋㅋㅋㅋ,9개,2020. 4. 19.
김살몬,진짜 이형 너무 진행 재밌어서 너무 좋다😘,2개,2020. 4. 19.
메론바,한번 더 편집이 무서운 이유를 느껴버렸다.,24개,2020. 4. 19.
유라S,오오오오로라맛ㅋㅈㅋㅈㄱㅈㅋㅋㅋㅋㅋ,3개,2020. 4. 19.
yeon,"레드벨벳...❤️ 힣 
뒷면 카메라 배치 진짜 넘 예쁜 것 같아요ㅋㅋㅋ 로고랑 전면부는 좀 아쉽지만...ㅎㅎ쨌든 엘지야 힘내라아아",13개,2020. 4. 19.
넥즌,엘쥐 이제 우리쥐로 돌아와 ㅇ잉 ㄱ모링,4개,2020. 4. 19.
김주안,혁키형 구독누르고 알림까지 누르고 간다이~,4개,2020. 4. 19.
최현서,"형 썸내일보고 벌써 받은줄 알고 호다닥 달려왔는데 아니였네 😢

그리고 형 잘생겼어 😘",12개,2020. 4. 19.
이행순,인트로 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7개,2020. 4. 19.
PPITTAK삐딱,몇일 → 며칠,4개,2020. 4. 19.
ttd,중간에 뻘소리 할때마다 공맞는거 개웃기네 ㅋㅋㅋ,3개,2020. 4. 19.
아기맹수,형 인트로 진짜 미친 것 같앸ㅋㅋㅋㅋㅌㅌㅌㅌㅌㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋ,3개,2020. 4. 19.
BaickaiCorporation,LG는 럭키금성에서 안바꿨으면 어쩌면 괜찮았을수도..,5개,2020. 4. 19.
