닉네임,댓글,좋아요수,날짜
테크룸,바로 SKT 114에 전화를 걸어서 위약금을 물어보았다고 한다 ㅋㅋㅋㅋㅋㅋ,8개,2020. 4. 27.
바질바게트,"알뜰폰 사용자에요
알뜰폰인데도 무제한요금제 있구요.
쓰다보면 알뜰폰인지 모르고 써요...
알뜰폰이라고 해서 뭔 차이가 있는게 아니거든여! 😉",2개,2020. 4. 27.
펭수코인,중간 중간 짤이 점점 다양해진다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1개,2020. 4. 27.
라이언,아주 기냥 설명을 귀에 쏙쏙 박히게 하는구만고래,4개,2020. 4. 27.
눈덩이감성,그동안 휴대폰 요금 비싸다면서도 제대로 알아보지 않았던게 후회된다... ㅜ,1개,2020. 4. 27.
UJ,목소리가 너무 좋아서 귀에 쏙쏙 들어오네요!! 이번에 약정이 끝나서 유심 요금제 알아보고 있었는데 정보 감사합니다 ㅎ,1개,2020. 4. 27.
맛사리,족집게 과왼줄ㅋㅋㅋ 딕션 넘 좋으세여b,1개,2020. 4. 27.
감차니,귀찮아서 미루고 있었는데.. 서이님 믿고 갈아탑니다❤️,1개,2020. 4. 27.
코드제이,아오 귀에 쏙쏙 들어오는 설명 좋아요!,1개,2020. 4. 27.
식은널보내,옷 이뻐요!,2개,2020. 4. 27.
다나가,+ @로 제휴 카드중 카드 노가다로 되는걸로 하시면 더 줄일 수 있습니다. 전 유심데이터 통화 마음껏 요금을 월 1만원에 사용 하고 있죠,1개,2020. 4. 27.
동년배,귀에 때려박는 알찬 설명이다..,1개,2020. 4. 27.
김태식,제가 사용 중인 요금제를 추천해 주셨네요 통신을 쫌 아는 사람들이 쓰는 GS25요금제 강추해요,1개,2020. 4. 27.
1robb,저도 통화무제한데이터10기가 쓰는데 진짜좋음. 너무 저렴해요 // 기존에 결합하였거나 멤버쉽 많이쓰는분 아니면 무조건 추천임,1개,2020. 4. 27.
정프리유저,아~조은정보 감사감솨~^^👍👍👍 구독햇서요🙋‍♂️,0개,2020. 4. 27.
zeliard98,진짜예쁘다..,0개,2020. 4. 27.
박형은,"와! 정말 약정의 노예로부터 빠져나올수 있겠어요! 저렴한데 품질도 동일하다니 대단해요! 약정 끝나면 바로 유플러스 알뜰 모바일로 가야겠어요!











이렇게 말하면 되죠? 서이님?",1개,2020. 4. 27.
izone,이쁜 분들은 알뜰하지요. 저도 알뜰요금제로 바꿨어요.,1개,2020. 4. 27.
송하일,약정 끝나면 해야 하죠? 난 3년정도 남았는데,1개,2020. 4. 27.
Gasonha,저는 kt올레알뜰폰 사용중인데 단점은 지하철와이파이가 안잡힙니다ㅠㅜㅠ 와이파이누르면 사용권 구매하라고뜰뿐이라 모든 알뜰폰이 이러나 궁금하네요ㅠㅜㅠ,0개,2020. 4. 27.
크루누,확실히 요즘은 휴대폰 요금제가 은근 부담스럽다 보니 알뜰폰 요금제가 가격적인 면에서 확실히 메리트가 있는거 같아요,1개,2020. 4. 27.
jacobh,리브M쓰면 연간 통신비 242천원,0개,2020. 4. 27.
유애나민근,휴대폰 요금으로 9만원 내고 있는 1인,1개,2020. 4. 27.
예나덕,"이런 돈이 진짜 알뜰살뜰이죠
은근히 모이면 금액도 무시못해요",0개,2020. 4. 27.
guesthome,😘😍,0개,2020. 4. 27.
구구,유플러스 모바일 티머니 사용 가능한가요?,0개,2020. 4. 27.
세모네모,어떤날은 조명이 너무 노랗고 어떤날은 너무 눈부시고...,1개,2020. 4. 27.
염덕선,"통신비  아껴서  좋은곳에
사용하고 싶어요",0개,2020. 4. 27.
김수현,지금 사용하는 약정이 끝난뒤에 알뜰요금제로 바꿔야겠죠...?,1개,2020. 4. 27.
김혜숙,우리가  일년에  24만원을  날리는이유,0개,2020. 4. 27.
김재현,저도A90중고28만원에사요알뜰요금제로,0개,2020. 4. 27.
HYUN,"요금할인25%아님 통신사 지원금
기기대금 월 총 통신요금
자급제폰 개통 
사기꾼 엘지유플러스 빼고 
케이티,SKT자급제 개통이 답",0개,2020. 4. 27.
mPM,크크 예?? 부분 너무 귀여우세요...🥰🥰,1개,2020. 4. 27.
빌게이츠,누나 믿고 알뜰갑니다~~ 사랑해요 엉엉,1개,2020. 4. 27.
MyungsooJeon,근데 알틀폰으로 많이 바꾸면 대기업은 기지국설치라든지 새로운 통신이라던지 개발할 비용이 없어지는거 아닌가요? 그러면 더이상의 통신개발은 이루어지지 않는거 아닌가요? 이러면 경제는 무너지는거 아닌가요? 알뜰요금제는 통신요금 아끼는게 아니라 어렵게 사시는분들 저렴하게 이용하라고 나온거 아닌가요? 알뜰요금제를 장려하는건 대한민국 경제에 안좋은거 아닌가요? 궁금해서 물어봅니다.,4개,2020. 4. 27.
