닉네임,댓글,좋아요수,날짜
상윤쓰Sangyoon,"여러분!! 오늘은 만우절 특집을 핑계로 정장 입고 스테이크 먹방을 해봤습니다❤ 많은 분들께서 정장입는 요청을 해주셨는데 여러분들이 기대하는 핏과 분위기가 안나와준거 같아서 상윤쓰도 대실망쓰..😄💦 

아참! 그리고 셔츠를 입다보니 셔츠 스치는 소리가 많이 나서 소리가 많이 들쭉날쭉.. 바람 스치는 소리가 많이 날 거예요..(먹방 유튜버 분들이 셔츠를 안입는 이유..😟)

음식들 모두 제가 만들었는데요! 스테이크 요리는 정말 처음인데 생각보다 제 스스로가 너무 잘 요리 했고.. 너무너무 맛있었어요..👍🏻 레스토랑에서 10만원 넘게 먹었던 스테이크보다 3배는 맛있었어요.. 두툼한데 야들야들하고 육즙도 살아있어서 진짜 증~맬로 너무 맛있게 먹었슴다🤤

오늘은 만우절인데 거짓말을 빙자한 고백을 한 분들은 안계시겠죠!?🤥 오늘처럼 재밌는 날을 빌려 유쾌한 거짓말은 좋지만,, 입만 벌렸다 하면 매일같이 튀어나오는게 거짓말이라 내일도 내일모레도 만우절이면 절대 아니되옵니다!!!!

시작되는 4월도 꼬였던 일들이 모두 속여왔던 거짓말같이 모든 일이 술술 잘 풀리고, 기분 좋은 일이 많이 찾아오길 저 상윤쓰가 바라고 바라고 또 바라겠습니다! 날이 풀렸으니 잘 풀릴거예요🌸

다음에도 맛있는 조합으로 데리고 올게요!! 오늘도 너무너무 고맙습니다🙇🏻‍♂️❤

Today, I ate steak, pasta, salad, and even wine! It was my first time cooking steak, and it was three times more delicious than that of a high-end expensive restaurant👍🏻How is my situational play today?😄💦 I just did it because.. I was bored! I hope April will be filled with good things like lies🤥❤

❤INSTAGRAM :https://www.instagram.com/SANGYOONCE
📩sangyoonce@gmail.com (비즈니스 메일함)",51개,2020. 4. 1.
Fmoment,아 개웃겨 얘들아 우리가 장모님이었어,1개,2020. 4. 1.
거친바람,"내가 장모님이였다니... 허허 글쎄 내딸은 안될세,, 하지만 나는 될세.",41개,2020. 4. 1.
nkobji,뭔가 바지는 잠옷바지 입고있을거같다,4개,2020. 4. 1.
이대휘덕질하려고만든계정,좀 모자란 조각상한테 대접 받는 기분 ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ ㅋㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋㅋ ㅋ ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋㅋ ㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,41개,2020. 4. 1.
권순호,먹방유튜버중에 유일하게 한국인만있는 곳ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,28개,2020. 4. 1.
,상견례가 아니라 결혼식 뷔페 가면 볼 수 있는 신나서 이것저것 집어먹는 옆 테이블 초등학생 남자애 아니냐고욬ㅋㅋㅋㅋㅋㅋㅋㅋ,5개,2020. 4. 1.
김태우,2:25 사위...파스타에는 R발음이 없다네...,15개,2020. 4. 1.
엄마없는건알겠는데,7:06 하 진짜 사람 미치겠만드네 양복벗길래 개섹시한 셔츠핏을 기대했는데 소매가 길고 통커서 마치 애기가 아빠셔츠 입은거같은게 존나 귀엽잖아,893개,2020. 4. 1.
캬캬크크,9:36 어닠ㅋㅋㅋ 어머님은 왜 부르는거얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,11개,2020. 4. 1.
a,3:44 장모님 맥이는거 아니냐고ㅋㅋㅋㅋㅋ,356개,2020. 4. 1.
공부좀해라폰끄고,장모님: 뭔 이런 애를 데리야끼......,47개,2020. 4. 1.
최시아,"처음들어왔을 때
???: 애가 훤칠하니 보기 좋구만
몇분 뒤
???:뭐야 이 미친놈은",183개,2020. 4. 1.
아가악아악윽강각악악,4:23 자네 ... 입에서 나무가 자라는감 ...~..,430개,2020. 4. 1.
CheyenneMelis,"Sangyoon: holds up broccoli this looks like your hair, mother!
My mind: instantly switches over to Izuku Midoriya from BNHA",4개,2020. 4. 1.
JiyuChae,1:17 장모님 눈깔에 치얼스,540개,2020. 4. 1.
한국인구독하라,0:08 진짜 장모님한테 저렇게 하면 ㅋㅋㅋㅋㅋㅋ 어케 될깤ㅋㄱㅋ,610개,2020. 4. 1.
