닉네임,댓글,좋아요수,날짜
이퓨리현,저도 영상보기전에는 굳이 광고목적으로 자외선차단제와 태닝오일 반반실험을 하시나 싶었는데 영상 다 보니까 광고를 위한 실험보다는 전부터 하고싶던 아이디어인데 좋아하는 선크림광고 들어온겸 하신거 같아요ㅋㅋㄱㅋ 회사원님이 피부를 혹사 시키면서 실험했는데...너무 당연한 실험아니냐 하는건 슬픈거같아유 그리고 진짜 힐링영상인거 같아요...나도 같고싶어 힐링하우스..ㅠㅠㅠ,194개,2020. 5. 30.
닉값합니다,"언니 비건커스메틱 브랜드로 화장하기, 소개하기로 콘텐츠 어때요? 생각보다 동물실험하는 브랜드가 많더라구요",142개,2020. 5. 30.
YJKim,와우 얼굴반반으로 도전하시기 쉽지않으셨을텐데 항상 대단한거같아유ㅠㅠ,100개,2020. 5. 30.
먹보캐럿,나 왜 영상이 안봐지지..,32개,2020. 5. 30.
루나루나,"영상 보다가 익숙한 목소리랑 동작이 나와서 자세히 들어보니 미서원스트레칭영상이네용 ㅋㅋㅋ 
급 친숙함 ㅎㅎ 저거 효과 짱좋아욤",7개,2020. 5. 30.
신다희,영상이 안봐져..ㅜㅜㅜ 계속 광고까지는 보이는데 로딩이 계속돼요ㅠ 지금 한 10분째 께속 안봐져요ㅠㅠ 회사원님 영상만..ㅜㅜ 저도 보게 해주세요 ㅠ,69개,2020. 5. 30.
박쑤쑤,이 영상만 재생이안되요 ㅠㅠㅠㅠ,56개,2020. 5. 30.
징징이뿌랄,아직도 영상 재생이 안되네용ㅠㅠㅠ,15개,2020. 5. 30.
우웅웅,언니 이 영상만 재생이 안되네요ㅠㅠㅠㅠ,17개,2020. 5. 30.
박은경,"볼수록 회사원 A가 B텐션으로 변하는 듯한 것은 나만의 착각인걸까요....ㅋㅋㅋㅋ 둘다 좋아요♡ 많이 올려주세용♡
자차를 바르는 습관없는 사람 얘기하시는데 넘나 뜨끔....ㅋㅋㅋㅋ 화장하기 전에 바르기엔 저에겐 너무 기름지고 대부분 밀려서 넘나 불편하더라고요!! 괜찮다는 리뷰보고 사도 불편했는데.... 비트 더 선은 괜찮을까요??",67개,2020. 5. 30.
suLee,야외태닝 4년차인데 7~8월 직사광선에서 태닝안하던 사람이  야외태닝 하시면 화상입여요,61개,2020. 5. 30.
삘롱뺄롱,유료광고가 포함되어있지만 분명 컨텐츠 주제는 태닝오일 대 썬크림 반반 발라봤다! 입니다 여러분,58개,2020. 5. 30.
베니diary스피츠,왜 나 이북리더기 뽐뿌가 오는거지,16개,2020. 5. 30.
동동,난 병맛예상하구 왔는데 은근 힐링영상이당,18개,2020. 5. 30.
핑크돼지저금통,앜ㅋㅋㅋㅋㅋㅋㅋㅋ진짜 개신박한 실험이닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,30개,2020. 5. 30.
Jay,아 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개쩐닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ손 차이봨ㅋㅋㅋㅋㅋ진짜 여러분 선크림이 이렇게 중요합니닼ㅋㅋㅋㅋㅋ,22개,2020. 5. 30.
jp,반반통닭이 생기면 이럴듯 한쪽은 A 바르고 한쪽은 B 바르고 똑같이 태우기~~,34개,2020. 5. 30.
MinjeongKim,선크림  광고였다면 음 태닝오일이 아니라 아무것도 안바른편이 나았지 않았을까 싶어요 그냥 피부색 변화정도 라면 그부분이 좀더 중점적으로 보였으면 싶고요 영상의도가 좀 모호해보여서 쓰고가요 잘보고 갑니다:>,49개,2020. 5. 30.
김복희,언니 진짴ㅋㅋㅋㅋㅋ예전부터 하고 싶어했던거 기억나요ㅋㅋㅋ 드디어 찍으셨군뇨! 언니 영상에서만 볼수있는 재미~!💛🥰,12개,2020. 5. 30.
이구아나,"언니! 여름건성메컵해주세요 매트지옥에서 살아남을수있는 메컵이 절실합니다ㅠㅡㅠ
지성인은 정말 축복받으신거 같은데ㅠㅠ 뭐만하면뽀송한 마무리감! 뿌숭팩트! 기름종이 
나는 기름이 없다구ㅠㅡㅠ 여름에 겉보속촉메컵해주세요 베이스국물 안흐르는게절실합니다ㅠㅡㅠ",17개,2020. 5. 30.
김도연,"역시 자차는 필수였군요... ಥ_ಥ 
바르고 다니기 너무너무 귀찮아요 그치만,, 노후를 막기 위해서는 그 귀차니즘을 극복해야 겠네용",6개,2020. 5. 30.
서Regina,제 인생 선크림! 진짜 촉촉하고 안끈적이고 답답하지 않아요. 유분기가 약간 있는데 수부지인 저도 잘 쓰고 있습니다. 진짜 최고,3개,2020. 5. 30.
수수,"다른고 열심히 써도 결국은 크레이브뷰티로 정착하게 되더라구요!! 리아유님 그리고 브랜드 철학 그리고 디자인 하나하나 마음에 들어요 ! ❤️ 성분 부터, 재활용이 가능한 점 (생각보다 재활용이 되지 않는 제품들이 많다고 들었어요) 아니근데 히... 광고맞죠...(?) 하고싶은 컨텐츠아닌가요!! 좋아요좋아요 !
이번 여름은 다시 크레이브뷰티 비트더 썬으로 돌아가고싶어요! (마침 다써가기에... )",1개,2020. 5. 30.
라떼,비트더선이 사고싶어지는건 아니고 그냥 자외선차단을 잘해야겠다생각이드는 영상ㅋㅋ,3개,2020. 5. 30.
완와니,항상 신박한 아이디어 내시려고 하는건 정말 존중해요. 근데 요즘 올라오는 영상이 죄다 광고 걸려있어서 조금 불편해요... 물론 들어오는 광고 중에서도 평소에 잘 쓰시고 애정하시는 브랜드만 골라서 진정성 있게 하신다고는 믿습니다만 그래도 어쩔수없이 아쉬운 점이 있네요ㅜ 굳이 광고 제품을 이용한 영상 아니더라도 재미있고 창의적인 영상 잘 만드시니까 부탁드려욤!!!,1개,2020. 5. 30.
비니,반댓쪽 손바닥으로 펴바르면 손바닥만 반대로 타는거 아니냐구요ㅋㅋㅋㅋㅋ큐ㅠㅠㅠ 저만 이생각 했나용,8개,2020. 5. 30.
당근오이,역시 회사원님 대단하셔ㅋㅋㅋㅋ,2개,2020. 5. 30.
김도치,"제가 유기자차를 꺼리는 이유는 끈적하다는 생각도 있긴하지만......유기차자는 해양오염의 주범이에요ㅠㅜㅠㅜ다들 무기자차,,,최소한 바다 놀러갈때는 무기자차 씁시다ㅠㅜㅠㅜㅠ",0개,2020. 5. 30.
02튤립,영상 재생이 왜 안되죠ㅠㅠㅠ 아까부터 30분넘게 그러네요ㅠㅠ,55개,2020. 5. 30.
최얀준,오늘도 너무 예뻐요 퓨ㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 몇년전부터 언니 영상 보고있고 지금도 화장대소개나 추억 몽글몽글한 영상 맨날 찾아보면서 힐링해요 ❤️ 제 최애 유튜버세요 ෆ⃛(ˇᵋ ˇෆೄ 항상 응원합니다 ❤️❤️,1개,2020. 5. 30.
리소비,"정말 신기한게 다른분들이 광고하면 뭔가 불편한데
회사원님은 정보얻어가는 기분이들어요 무슨차인지는 모르겠지만 사랑합니다ㅋㅋㅋㅋ❤️",0개,2020. 5. 30.
자동차타기전본넷노크탕탕,이제 회사원 채널은 기승전 광고구먼,19개,2020. 5. 30.
CHWIMAN,썬크림 위에 태닝오잉 바르고 타나 안타나 하는줄 알았네요 저렇게 각각 바르면 어떤 기준으로 이기고 지는건지..봐야겠군여,1개,2020. 5. 30.
와랄라,이 동영상은 왜 안봐질까요ㅠㅠ?,4개,2020. 5. 30.
FlorenceRyu,신박하다 진짜ㅋㅋㅋㅋㄱㅋㅋㅋ,11개,2020. 5. 30.
정미리,"요즘 회사원님 영상 다시 한번씩 정주행하고 있는데 여기까지 성장해오신 모습을 보면서 넘나 존경스럽습니다  ㅜㅜ 
회사원님은 어른을 보는 느낌? 이 들기도 하고 아몰겠어요ㅜㅜ 
어쨋든 징짜 존경해요ㅜㅜ 사랑합니다아아ㅜㅜㅜ",1개,2020. 5. 30.
조윤아,"오잉 재생이 안되요,,",4개,2020. 5. 30.
겡토,19:56 언니!! 근데 선크림바르고 햇빛받으면 비타민D 합성못하지않아여???,0개,2020. 5. 30.
BoRi,언니 다음에는 팔로만 실험하세요ㅠㅠㅠ얼굴상하는거 너무 맴아파..,1개,2020. 5. 30.
김미리,우와 오늘 영상 저만 뭔가 반갑나요 완전 오랜만에 보는 운전장갑 살아있다는 것도 놀랍규 ㅋㅋㅋㅋㅋㅋ 부모님댁 마당듀 진짜 백년만인듯,3개,2020. 5. 30.
신민정,회사원님이 사용하신 전자책(e북)제품이 어디껀지 알려주실수있으신가요???ㅜㅜ,2개,2020. 5. 30.
댓쓰는계계주바뀜,언니 너무 열심히 하지마요...그렇다가 진짜 타면 어쩌려고 그래요 쫌 대충해줘요ㅜㅠ,12개,2020. 5. 30.
