닉네임,댓글,좋아요수,날짜
GoAle,"댓글 이벤트 당첨자입니다! 저희가 대댓글에도 답글 남겨 드렸습니다!!
메일 주소 남겨주시면 따로 연락 드리도록 하겠습니다! 참여해 주신 모든 분들 진심으로 감사드립니다!!!:)

(7부 팬츠)
닉네임: Enrrique YOON
-아마축구의 발전 초창기 고알레부터 즐겨보고있는데 이번댓글은 안쓸수가 없네요
축구포지션에 대해 직접뛰시면서 강의버전 정말 좋은컨텐츠같습니다
수미 중미 많지만 공미 공격형미드필더에 대해서는 별로 컨텐츠가없더라구요 공미의 주요플레이 특징 해야할 역할 강의해주시면 깊이 새겨듣겠습니다
 
(중독 팬츠)
닉네임: 김승택
-좋은영상감사합니다! 올려주신 영상들보며 연습하고 또 해보고 있습니다. 보고 또 보고 중독됬네요, 기다려지는 고알레 영상들! 굳굳굳!",3개,2020. 5. 14.
김준우,"도움이 될 것 같긴한데 호형이 잘하는거라 내가 하면 될지모르겠다..
제가 골키퍼인데..키퍼도..ㅎ",5개,2020. 5. 14.
MAESTRO,아니 센터백 출신인데 중미를 이렇게 잘 보시네;; 진짜 선출은 뭐가 달라도 한참 다르구나.....중미 꿀팁 나오길 기다렸는데 진짜 너무 잘 봤습니다! 앞으로 볼 차기 전에 이 영상 한번씩 보고 들어갈 거에요!!!,6개,2020. 5. 14.
김도현,"10:52 내가 본 아미추어 수비중 가장 최고의 수비
11:13 내가 본 아미추어 홈런중 가장 최고의  홈런",4개,2020. 5. 14.
구준회,03:08 탈압박 후 로빙 ㄷㄷ,7개,2020. 5. 14.
강휘성,"센터 포워드 강의도 부탁드려요 ㅠ 원톱,투톱 차이점도 부탁드려요 ㅠ",22개,2020. 5. 14.
김예찬,진짜 선출은 다르구나 호형짱..ㅎㅎ,7개,2020. 5. 14.
박원영,"이렇게 포지션별, 상황별마다 알려주는게 예전처럼 드리블이나 수비 강좌보다 더 효과있는것 같아요 고알레 화이팅!!",2개,2020. 5. 14.
부천축덕,매일 좋아하는 축구영상이 업로드되서 보기는좋지만 이벤트에 열심히 참여해서 꼭 주변얘들한테 7부팬츠나 중독팬츠 자랑을하고싶어요 입어보고 좋은점 후기 남기고 싶은데 여태까지 다른 유튜버분이 이벤트한 축구공한번빼고 당첨된적이 한번도없어요 ㅠㅠ,2개,2020. 5. 14.
YeJunKim,"호형이 알려주시는 포인트
1. 패스길을 보고 정확하게 주기.
2. 뒤에서 볼 돌리는 훈련하기.
3. 반대 전환 미리가고 돌려주는 패스연습.
4. 패스 줄곳을 미리체크해야한다.
5. 미드필더는 뺏기지 않게 V패스 전방패스를 사용한다.
6. 물이 흐르듯 볼을 돌리며 시야첵크! 멀리있는 사람먼저 첵크!!!
7. 경기후반에는 공격적인 중거리슛 중요!! 
8. 고알레 퐈이팅!!!",2개,2020. 5. 14.
박성준,축구 너무 하고싶게 하는 채널 1위..,20개,2020. 5. 14.
뚱이,"박무리뉴 한번만 찍어주세요, 박무리뉴 보고싶다!!!!!!!",2개,2020. 5. 14.
김문수,"항상 좋음 영상, 도움이 되는 영상 잘 보고 있습니다. 제가 가장 좋아하는 미드필더 강의 영상 잘 보았습니다. 정말 유용한거 같아요. 꼭 실전에서 써먹을 수 있도록 연습하겠습니다~ 요즘 고알레 덕분에 축구의 재미가 더해지고 있어요!! 감사합니다!",1개,2020. 5. 14.
2켠1,"진짜 중미만 뛰면 하는 거 없이 끝나는 기분인데
이거보니까 속 시원시원하다...",3개,2020. 5. 14.
동꾸준,11:47 크루이프턴 ㄷㄷ,1개,2020. 5. 14.
SUNGMOONSONG,오늘의 명언 ~~ 물 흐르듯이~~~,1개,2020. 5. 14.
김찬,크 .... 그냥 기본의 정석을 보여주시네 ... 역시 호형 ㅋㅋㅋㅋㅋ,1개,2020. 5. 14.
동꾸준,축구 하기 좋은 5월 이지만 코로나 때문에 ㅠㅠ,1개,2020. 5. 14.
이정훈,와 영상 부분 부분마다 진짜 유용하네요 7시반에 축구하러가는데 바로 실전 연습해볼게여 감사합니다 ㅎㅎ,2개,2020. 5. 14.
김건우,역시 축구는 드리블도 중요하지만 패스가 젤 중요한 것인가?!,32개,2020. 5. 14.
김정곤,축구 진짜 쉽게 하네ㄷㄷ,1개,2020. 5. 14.
hj,형 숨소리 괜찮아?ㅋㅋㅋㅋㅋㅋ,1개,2020. 5. 14.
동꾸준,매번 보는데 뛰면서 하시는데 되게 설명도 잘하시고 귀에 쏙쏙 들어와요 호형 덕분에 축구 실력 향상 될 거 같아요!,1개,2020. 5. 14.
동꾸준,좌측담장 전에 수비가 얼굴로 막았다ㄷㄷ,1개,2020. 5. 14.
시또,"공격 수비 미들까지 전체 포지션 강의 
너무 좋습니다 ㅋㅋㅋ 👍
강의만 봐도 실력이 오르는 것 같음",6개,2020. 5. 14.
동꾸준,린가드 좌측담장 ㅋㅋㅋㅋ,1개,2020. 5. 14.
배찌,미드필더 편 진짜 궁금했는데 기대한 만큼 너무 유익했습니다 잘 봤습니다!,1개,2020. 5. 14.
안지환,호형 속 마음: 골키퍼까지 해야 하나....큰일 났네,1개,2020. 5. 14.
지원,"와,, 사이 침투랑 패스길 진짜 잘 찾네요 인간네비게이션..",1개,2020. 5. 14.
할라마드리드,미드필더는 탈압박과 게임흐름판단 그리고 반대전환이 가장 중요하군요! 항상 좋은영상 감사합니다!,1개,2020. 5. 14.
노이어,중독팬츠 가지고싶어요ㅠㅠ,2개,2020. 5. 14.
준형,"호형 칠부 진짜 좋아 보인다,, ㅠㅠ",0개,2020. 5. 14.
햇반,아 축구 고픈데.. 그래도 동네에서는 모든 축구 포지션이 다 중요하다고 생각되지만 가장 키 포인트는 풀백과 미드필더라고 생각이 되군요.. 영상 보고 동네 축구에서 짱 먹도록 노력할께요 ㅎ,1개,2020. 5. 14.
김경민,"기초부터 끝까지라니 넘 좋은거 아니냐
진짜 댓글보면서 ㄹㅇ해주시네 대박대박!",16개,2020. 5. 14.
박우빈,"역시 축구는 패스게임인가...
잘생긴 호형.... 굳...🤭",1개,2020. 5. 14.
백구상어,"3:39탈압박 지렸구요. 
볼이 나온곳과 반대편으로 패스!  
몸을 틀어서 받아서 패스!
미리 봐놓고 주는 패스!
 다 기본기가  좋아야 겠네요. 연습!연습!",1개,2020. 5. 14.
동꾸준,상대방의 속도를 이용하면 축구가 쉬워집니다 ㅎㅎ,1개,2020. 5. 14.
이동훈,"항상 유익한 영상 감사합니다ㅋㅋㅋ
보고실천할수있도록 보고또볼께요",0개,2020. 5. 14.
정지운,축구의 중심 미드필드 중요한것같습니다 좋은영상 감사합니다,11개,2020. 5. 14.
동꾸준,내일 주말이니 고알레 축구 하시겠네요 화이팅 ㅎㅎ,1개,2020. 5. 14.
JHL,축구 시작한지 3개월 된 축린인데 영상보면서 되게 많이 배우고있어요 좋은 영상 늘 감사합니당🥺🥺,1개,2020. 5. 14.
