닉네임,댓글,좋아요수,날짜
하쮸눈나,모자이크인줄 알았는데 선글라스얔ㅋㅋㅋㅋ 😎,248개,2020. 4. 26.
LIMI,"브라렛은 한번도 생각해본적 없는 제품이였는데
언니 믿고 한번 구매해봐야겠어요🙌
저의 단점도 잘 보완해줄수 있는 잘맞는 제품이길 바라면서 오늘도 좋은정보 감사합니다🤍 
슈스스 화이팅🌼",15개,2020. 4. 26.
임이슬,언니이익 !!!!!! 브라렛 진짜 관심은 많은데 고민 많이 했거든요 .. 이렇게 준비 해주셔서 사랑합니다 뽀뽀 쪽,95개,2020. 4. 26.
채린,지나가던 노브라.. 왜들어왔는가,63개,2020. 4. 26.
ahn,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ세상에 언니 연기 무슨 일이예요ㅋㅋㅋㅋㅋㅋㄲ여기 노브라 모여!!!!!!,72개,2020. 4. 26.
스테파니,큰가슴인데......와이어 없으면 불안함 .... 선택할수 있는것도 몇개 없고 ㅠㅠ 가슴 크다고 다 좋은게 아니라 나름 고충이 있다구요 ㅠㅠ,81개,2020. 4. 26.
미남사랑,브라렛입으면 와이어브라 절대못입음..,56개,2020. 4. 26.
안소영,브라랑 팬티랑 세트로 사고싶은데 제발 브라 제품 소개 하단에 팬티 링크라도 있었으면...ㅠ 일일히 따로 골라야 하고 뭐가 세트인지도 모르겟어요 ㅠ 팬티 좀 제발 묶어서 팔아주세요 ㅠ,40개,2020. 4. 26.
이소리,진짜.. 윗가슴쪽이 비어서 티셔츠가 그사이로 낄때의 절망감이란..ㅠㅠ,67개,2020. 4. 26.
참귤,시험삼아 릴렉스핏 제인 에센셜 하나 구매해봤어요. 입어보고 정말 좋으면 더 구매할것 같아요.,10개,2020. 4. 26.
한나김,"헐 근데 디자인 진짜 다 예쁘다,,,",67개,2020. 4. 26.
정다빈,"슈스스님 최고!!!! 요새 무얼 입어야 하나 고민하던 새가슴은 링크타고 구매하러 가용♡
(아이템 6,7번 링크 바뀌어져 있습니당)",12개,2020. 4. 26.
친근한한숙씨,"항상 올누드색은 없네요ㅠㅠ흰색밴딩이 있네요
흰색은 비칠수 있어서ㅠㅠ
여름에도 입을수있는 올누드톤도 만들어 주세요",51개,2020. 4. 26.
doHa,"저는가슴이aaa가 아니라 0에수렴해서... 그 불편한 타사 브라를 입는데 엘라코닉꺼 사도 될까요,,,,?",3개,2020. 4. 26.
OkeeeKim,저 브라 유목민이라 아직도 정착못했는데 ㅠㅠ 지금 바로 결제하고 왔어요 ㅋㅋㅋ 제발 정착하길 🙏,6개,2020. 4. 26.
올라프,"빅사이즈가슴이여서 확실히 쪼이는 일본브랜드만 입었는데 확실히 브라렛 입으니까 너무 편하더라구요!!! 
브라렛 개강추!!!! 엘라코닉꺼는 사이즈가 없어서 아쉽지만 .... 꼭 e,f이상 나오면 좋겠어요!!ㅎㅎㅎㅎ",51개,2020. 4. 26.
우연,5:44 자체변조 ㅋㅋㅋㅋㅋㅋ,15개,2020. 4. 26.
쥬니쥰,너무너무너무너무너무 유용한 영상이에요!!! 진짜로...감동입니다!!!! CP님까지 나오셔서 설명해주시고 엘라코닉 열일하시네요~ 꼭 가서 유목민 생활 정리하고싶네요~~~ 플러스윗~♥♥ 만세만세!!!,8개,2020. 4. 26.
YoniRyuh,"와이어 없는 것만 입은 지 3년도 넘었는데, 전에 한 번 와이어브라가 더 어울릴 거 같은 옷 입게 돼서 와이어브라 한 번 착용했다가 5분을 못 버티고 벗었어요 ㅋㅋㅋㅋㅋㅋ 와 그대로 숨 못 쉬고 요절하는 줄... 전 무슨 일이 있어도 와이어로 다시는 안 돌아갑니다 ㅋㅋㅋㅋ",12개,2020. 4. 26.
bankh,기적의 현장이래 ㅋㅋㅋㅋㅋㅋㅋ,5개,2020. 4. 26.
김선미,너무 예뻐서 당장 사고싶은데...들어가보니...SML만되어있네요.어떻게 고르는지...내사이즈...몬지...???사이즈 고르는팁이 설명서보다 자세하게 알려주세요~어렵다미~봐도 어중간한 사이즈는 고르기 어중가리하네요...ㅜㅜ,3개,2020. 4. 26.
청정지수,여태 정확한 사이즈도 몰랐는데 필히 측정해봐야겠단 생각이 들었어요! 역시 슈스스...언니 사랑해요..💕,2개,2020. 4. 26.
엘리나,2:07 핸드폰도 담고요 에서 너무 팩트라 웃었어요😭😭😭😭😭😭😭😭😭,14개,2020. 4. 26.
SoYoungYoon,"6:28 언냐 찐으로 격공한다미 ㅠㅠ
당장 저 브라렛 사러 간다미~
온라인으로 주문하면 되겠다미~
밤늦게까지 열일한 언뉘 💋💋💋
후다다닥~나갔다가 다시 들어옴 
아참! 할인코드 쌩유
언뉜 역시 센쑤쟁이 알럽~😘😘😘😘😘",2개,2020. 4. 26.
MsBrown,5:08 아니 티 안나지? 하면서 현철씨 왜 찾아옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 현철씨 민망쓰ㅋㅋㅋㅋㅋ,3개,2020. 4. 26.
jj,편집자 짱웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋ화면조정,17개,2020. 4. 26.
모시저고리,"공감가는 주제로 방송 시청완료 , 감사합니다.",3개,2020. 4. 26.
kmj기대해요,02:37 슈슈슈♡의 분노🧨🧨💥💥💥,10개,2020. 4. 26.
believe액팅스튜디오,유현철씨 효자인걸로..,25개,2020. 4. 26.
