닉네임,댓글,좋아요수,날짜
TatianaMJ,"Es cierto que las chicas manejando un Jeep se ven muy modernas y con autoridad. Es elegante pero juvenil. Da fuerza, a mi personalmente me encantan. 
Por cierto, yo solo tuve que usar seis meses las pastillas para el acné y me funcionó muchísimo. Sufría de acné y cara grasosa, ahora mi cara es seca y puedo lubricarla al mismo tiempo que es muy agradecida. En mi periodo me salen uno o dos barritos, pero jamás como antes. 
Me encantan tus vídeos, y más cuando hablas en español. Un besoo",21개,2020. 5. 29.
MOONCHILD,Your boyfriend is so open minded is so refreshing to see and also you guys make a super cute couple🙌🏻🙌🏻🙌🏻,21개,2020. 5. 29.
MadeleinValencia,"Fueron varias preguntas interesantes, me gusta como piensan, se ve que tienen buena conexión ☺️ y lo del bullying creo que siempre hay y no solo a los extranjeros, realmente a mi me ha pasado que aún cuando yo llevaba alguna comida con olor, por que en México hay varias comidas igual con diferentes condimentos pues uno intenta que no huela tanto, suele ser vergonzoso, pero ya de grande no sucede igual, normalmente pasa en la adolescencia que sale el bullying.",10개,2020. 5. 29.
Jooniepop,YOU ARE SOOOOOOOO PRECIOUS AND CUTEEEEEEE,31개,2020. 5. 29.
AlexandraJimenez,"Ay que bonito dijiste ""nalgita"", que bonita pareja hacen los dos ♥️",10개,2020. 5. 29.
최지혜,남친 분이 기본 질문 외에 플러스 질문이랑 리액션 해주시는거 넘좋!!!!! 희주언니를 점점 더 알아가는 느낌이라 참 행복하네용ㅎㅎ 다음 영상도 기대할게용!,139개,2020. 5. 29.
아쁨,ㅋㅋㅋㅋ남친분 목소리랑 말투만들으면 쾌활한 아재미뿜뿜ㅎㅎ,95개,2020. 5. 29.
제인janesfilm,아닠ㅋㅋㅋ남자친구분 유재석인줄ㅋㅋㅋㅋㅋㅋ MC을 왜 이렇게 잘 보시는거에욬ㅋㅋㅋㅋㅋ 두 분 케미 체고💓,20개,2020. 5. 29.
김보나,남자나 여자나 젖꼭지 있는 건 다 똑같잖아... 내가 유스 뷰티를 좋아하는 이유!,42개,2020. 5. 29.
횹이,자존감에 대한 생각을 하지 않는 것 너무 공감돼요,15개,2020. 5. 29.
희연리,남자친구분 진짜 멋있으신거같아요 탈브라에 대해 좋은생각가지고계시고 크롭탑에대해서도 자신감을 심어주셔야할거같다 하셨을때 대리감동 ㅠㅠ 희주님도 좋은말씀해주셔서 감사합니다!!,30개,2020. 5. 29.
Milktea,Cuando crezca me voy a maquillar como tú/ When I grow up I'm going to put on makeup like you ♥️✨,4개,2020. 5. 29.
bluemoon,"Time Line ✨

1:13 피부과에서 처방 받는 피지 조절약 지금도?
2:56 언니만의 징크스가 있다면?
3:34 제일 좋아하는 계절과 이유
4:40 좋아하는 사람의 유형은?
5:18 타투 몇개 있어요?
5:30 지금 바른 립 컬러는?
6:02 나시탑&브라탑 입을 때 어떤 누브라&패치
7:10 유스뷰티 크루들과 왓츠인마이백 해주세요!
7:35 지프의 장단점, 컬러 선택 이유
10:46 유튜버가 아니였다면 어떤 직업?
11:29 크롭탑 입을 때 시선,신경
12:18 인생 계획 세우나요?
12:59 운전면허 한번에 따신거에요?
13:57 해외에서 오래 사셨나요?
14:49 제일 좋아하는 음식
15:17 운전 누구한테 배우셨어요?
15:41 자존감에 관하여 희주님에게 고마움
16:44 이 차가 언니의 첫 차인가요?
17:07 지금의 직업을 어떻게 갖게 되었는지
18:53 외국 살면서 힘들었던 점&극복 방법
21:07 잘하는 것 vs 좋아하는 것

이번 영상도 체고 🙏🏻💙",98개,2020. 5. 29.
loved,남자찡구 분 완죤 프로 리액션러 아님니까 ?! 티키타카 큐엔에이 넘 기엽짜나욧- 언니 사랑해요 진쨔룽  ㅠ ㅠ🤍🎀,86개,2020. 5. 29.
나는모든면에서점점더나아지고있다,남자친구 쪼잘쪼잘ㅋㅋㅋ리액션도 넘 좋으시고 짹짹 새같네요 넘 두분 티키타카 좋아보이셔요,58개,2020. 5. 29.
EA,으악 드라이브영상 보고싶었는데ㅠㅠㅠ 스타일링 메이크업 다 넘 예쁘고 두분 잘 어울리시고 말투 텐션 넘 귀여우시고 🥺 저도 요새 장롱 탈출하려고 운전연습 한참 하고있는데 이 영상 보니까 낼 당장 하러가야겠쓰요 희주언니 사랑합니다❤️,9개,2020. 5. 29.
acaivefaive,남자친구분ㅋㅋㅋㅋㅋㅋㅋ긍정적엔 사람이 좋아 ! 하시니까 바로 너털웃음ㅋㅋㅋㅋ,39개,2020. 5. 29.
지은,언니 남자친구분이랑 같이 있을 때 세상 행복해보여서 부러어염🥰🥰 저도 언니같이 연애해보고 싶어여~~😆❤️,61개,2020. 5. 29.
Kelly,"I UNDERSTAND NOTHING BUT I JUST WANNA SEE HER BF 🤣
Edit: Okay she still didn't reveal him HAHAHA bummer ;;
Edit x2: I CAN ALREADY TELL HOW THEY MATCH OMG His voice seems serious but he's actually talkative??? ""I'm always pretty"" ""Yeah, you're right"" acckk this makes me sad being single fml",71개,2020. 5. 29.
joanne,6:52 남친 생각 너무 머시따,28개,2020. 5. 29.
JeesooLee,ㅋㅋㅋㅋㅋㅋ재밌게 보다가 인종차별 화장실 부분에서 눈물 한방울 흘리고 갑니다ㅋㅋㅋㅋㅋㅋㅋㅋ⭐️,6개,2020. 5. 29.
인라,11:18 저도 언니가 유튜브 해줘서 너무 행복하고 제가 유후여서 너무너무 행복해요💜💜💜,3개,2020. 5. 29.
soberry,언니 운전하는것도 진짜 좋아하고 큐엔에이도 진짜 좋아하는데 두개 합친건 뭐 말이필요가없됴... 진짜 언니 평생 함께해요 우리 사랑해요✨🤍,40개,2020. 5. 29.
SofaLpez,"Por favooor! Te imploro los subs en español! Ni siquiera entiendo el inglés ✌😬
Unnieeeeeeeee! También sería cool la idea de hablarle español a tus amigas por 24 horas. 
Por los subs latinos, please!! Saranghae 💜💜 o como sea que se escriba",9개,2020. 5. 29.
아띠Ahtty,남친분 리액션 부자시네요 ㅋㅋ,20개,2020. 5. 29.
xxxxx,어머어머러머 언니 남친!!!!! 목소리 출연이라니니니!!!!!,5개,2020. 5. 29.
민정,역쉬.. 언니 겉도 속도 너무 멋진사람... 최고에요......,5개,2020. 5. 29.
나은,"언니 남자친구분 진행력 무슨일이에요 ㅋㅋㅋㅋㅋㅋ
언니 말에 다정하게 공감해주시고 두 분 대화가 너무 듣기 편안해요 ◡̈ 다음에 다른 토크 영상도 기대해도 될까욤 •• 일단 오늘 23분 순삭 ,, ❤︎",8개,2020. 5. 29.
웅웅응,13:40초에 결혼 몇 살쯤에 할 생각이냐고 물어봤는데 운전면허에 대한 질문으로 되어있어용,23개,2020. 5. 29.
지수,난 진짜 이 언니가 너무 좋다... 💖 다이어트 하는데 언니 영상 보면 다이어트 자극 받아요 엄청! 저도 언니처럼 예뻐지고 싶어요 😭 성공하면 돌아올게요 어엉ㅇ ㅠㅜ,2개,2020. 5. 29.
윤명진,넘무 좋은 컨텐츠야 ㅠ,2개,2020. 5. 29.
정진아,헐 이런 컨텐츠는 처음인 거 같아요•••❤️ 너무 독특하고 창의적인••• 하지만 언니 얼굴에 더 눈이 가는 건 뭐죠 🤪 너무 보고 싶은 희주님 진짜 보고 싶은데 볼 수가 없으니까 화가 나 🤬 남친님이랑 롱런~~ 하십쇼 형님 사랑합니다 뿅뿅뿅,34개,2020. 5. 29.
52Jade,남자친구와 함께하는 희주님 뭔가 기분좋고 편안해보요옹ㅎㅎㅎㅎㅎㅎ 보면서 마음이 몽글몽글...!,12개,2020. 5. 29.
Milktea,12:55 awww eso sonó muy cute  UwU,20개,2020. 5. 29.
김예지,희주님 남친분 말씀하시는것도 마인드도 너무 퍼펙트해요 !! 이정도면 믿고맡길수있겠어😆😆,13개,2020. 5. 29.
