,Unnamed: 0,name,thumbnail,view,previous_time,video_url,start_date,comment,likes_num,unlikes_num,time_duration
0,0,"[CC/KR,EN] 눈썹,구레나룻,수염까지! 털이 생기는 스티커를 사용해 보았다 Hairy?! Eyebrows Sticker! | 뷰티클라우드 유나 UNA",https://i.ytimg.com/vi/S1TXnlP3O5A/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCcGyUhNXWxHU7PeT3I3ogoMH6Y_Q,7.1만회,1주 전,http://www.youtube.com/watch?v=S1TXnlP3O5A,2020. 5. 23.,댓글 122개,1.1천개,30개,"
      14:57
    "
1,1,"[CC/KR,EN] 피부과 토닝시술이 부담된다면 집에서 이렇게 해보세요 Toning treatment effect at home | 뷰티클라우드 유나 UNA",https://i.ytimg.com/vi/c8197KQHPJ0/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCLWYWeDD5v8CWhRLL_oTSs-YxhzQ,7만회,2주 전,http://www.youtube.com/watch?v=c8197KQHPJ0,2020. 5. 16.,"댓글 1,067개",1.5천개,62개,"
      8:43
    "
2,2,"[CC/KR,EN] 내가 만든 쓰레기 얼마나 많을까? 1주일 모아봄 How much waste I make in a week | 뷰티클라우드 유나 UNA",https://i.ytimg.com/vi/YwXAviWkb1c/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDXz-BKI55vTYQzpbE-A0tpPJf_Yw,2.2만회,1개월 전,http://www.youtube.com/watch?v=YwXAviWkb1c,2020. 5. 2.,댓글 109개,754개,28개,"
      7:42
    "
3,3,"[CC/KR,EN] 마스크로 자극받은 피부?? 진정 스킨케어 & 추천제품들 Calming down irritated skin from mask | 뷰티클라우드 유나 UNA",https://i.ytimg.com/vi/LJXvcmIdcYI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB0juEguTyAy_eO8Wexf3vbCgvZ2w,5.5만회,1개월 전,http://www.youtube.com/watch?v=LJXvcmIdcYI,2020. 4. 18.,댓글 679개,1.2천개,42개,"
      8:36
    "
4,4,"[CC/KR,EN] 코로나 때문에 존버하며 하는 것들 We are holging at home COVID19  | 뷰티클라우드 유나 UNA",https://i.ytimg.com/vi/_P53rHgYPeI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBz6I3M-4MY0KPXkvnSe-ybDdve4Q,7.9만회,1개월 전,http://www.youtube.com/watch?v=_P53rHgYPeI,2020. 4. 11.,댓글 157개,1천개,67개,"
      16:03
    "
5,5,"[CC/KR,EN] GRWM 요즘 클렌징 루틴(ft.미세먼지) Perfect cleansing routine for sensitive skin | 뷰티클라우드 유나 UNA",https://i.ytimg.com/vi/ZiFoQ-MOAEg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCVJ9VbyiBxJ_VXFWavkk9HL1FOZg,7.4만회,2개월 전,http://www.youtube.com/watch?v=ZiFoQ-MOAEg,2020. 3. 28.,댓글 484개,1.1천개,47개,"
      9:08
    "
6,6,"[CC/KR,EN] 식단공개! 3주간 설탕없이 먹은 음식들 ?? What I ate in sugarless life | 뷰티클라우드 유나 UNA",https://i.ytimg.com/vi/uhXHuphrlUE/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAwMxyKUCHgfKs7LPwFfMVDWxlHKg,7.4만회,2개월 전,http://www.youtube.com/watch?v=uhXHuphrlUE,2020. 3. 22.,댓글 128개,1.4천개,55개,"
      17:09
    "
7,7,"[CC/KR,EN] 3주동안 설탕 안먹고 살아보았더니..??NO SUGAR for 3 Weeks (Unbelievable Result!) | 뷰티클라우드 유나 UNA",https://i.ytimg.com/vi/cAZBLAHykk0/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDGomlHBAfQt83jRLzYE_l6Mp9DrA,12만회,2개월 전,http://www.youtube.com/watch?v=cAZBLAHykk0,2020. 3. 21.,댓글 237개,2.3천개,101개,"
      18:56
    "
8,8,"[CC/????????] 입술 각질 관리, 볼륨, 잔주름까지! 이방법이면 됩니다! How to best lip care tips  | 뷰티클라우드 유나 UNA",https://i.ytimg.com/vi/gzwvSmsZV5k/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAyCmbEODH8-aNldWk9bwzpsvOqFQ,7.2만회,3개월 전,http://www.youtube.com/watch?v=gzwvSmsZV5k,2020. 2. 29.,댓글 101개,1.7천개,44개,"
      5:58
    "
9,9,ENG) 이가 안썩는다?! 단거 땡길때 이거 드세요! Eat this when you crave sweets(NO SUGAR!)   | 뷰티클라우드 유나 UNA,https://i.ytimg.com/vi/FYfxt1ilzZY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLACnymqGkkfgnE0AilMAh7Hl-hToA,30만회,3개월 전,http://www.youtube.com/watch?v=FYfxt1ilzZY,2020. 2. 15.,댓글 444개,6.8천개,103개,"
      8:33
    "
