닉네임,댓글,좋아요수,날짜
김정명,"스마트폰 초창기때나 신기술에 혹해서 하이엔드 제품에 소비자들이 열광했다면, 이제는 스마트폰으로 본인이 뭘 자주하는지 알게되고 그 이상 오버 스펙은 필요없고 그만큼 지출도 아낀다는 트렌드인 것 같네요. 하이엔드 제품을 사는 사람도 있겠죠. 하지만 그 사람들도 그 기능 다 활용할 수 있어서 사는건 대부분 아닐 겁니다.",5개,2020. 6. 2.
ecL,역시 영상 퀄리티는 더로그지,4개,2020. 6. 2.
이진홍,'1분기' 스마트폰 판매량 아이폰은 작년 9월 출시 모델,5개,2020. 6. 2.
호서봥TV,와 형 이런 컨텐츠 너무 재밌쟈너~ 2 분기도 기대할게,2개,2020. 6. 2.
더로그TheLog,여러분은 뭐 쓰세요?,6개,2020. 6. 2.
DIOJ,6:26 오타있어요,0개,2020. 6. 2.
스구,이렇게 보니 뭔가 싹- 들어오네여 ㅋㅋㅋ,0개,2020. 6. 2.
주정민,형 이런 분석 아주좋소,0개,2020. 6. 2.
vinhiDinvinhi,"좋은정보 감사합니다
좋은밤 되세요😀😃😄😁😆",0개,2020. 6. 2.
설눈,그럼 1위는 뭘까요??!!,0개,2020. 6. 2.
쿠쿠,👏👍,0개,2020. 6. 2.
adriana22,재밌당,0개,2020. 6. 2.
난공불락,요샌 확 끌리는 폰이 없네요,0개,2020. 6. 2.
장민복,"아이폰11이 고가 스마트폰인데 가장 잘 팔리는 스마트폰..
고가라고 해서 잘 안 팔리는 것은 아니랍니다.",0개,2020. 6. 2.
,요즘 삼성 보급형 라인업이 잘 팔리는것 같군요.....방수만 돌아오면 진짜 더 이상 바랄것도 없을텐데........,0개,2020. 6. 2.
