닉네임,댓글,좋아요수,날짜
ITSub잇섭,"영상 촬영시 풀옵이 239만원이라 비싸보였는데,
i5/512GB/8GB 사양이 132만원부터 시작하네요.. ㄷㄷ
15/17인치대를 고려한다면 타사가 좋지만, 13/14인치대를 고려한다면 강추드립니다.",778개,2020. 5. 30.
루덴의메아리,"""Intro youtuber""",85개,2020. 5. 30.
권민서,0:32 형 이제 감성 충만한 등 샀다고 저기서 언박싱 하는거야?ㅋㅋㅋ 던지기도 생략하고 진지하게 뜯는 것도 꽤 좋구만,76개,2020. 5. 30.
Ll,tmi)인트로는 예전에 누가 훔친 매물 공장 초기화해서  팔려고 페북 커뮤니티에 질문할때 asus를 거꾸로 읽은  snsv노트북 초기화 하는 방법이라고 올려서 병11신 인증해버린걸 패러디한거 같네요,561개,2020. 5. 30.
원승찬,ASUS는 좀 색다른 시도들을 많이하는 편인듯 ㅋㅋㅋ,431개,2020. 5. 30.
심풀SIMPUL,광고를 받았는데도 아쉬운점을 알려준다니..역시 잇섭 믿고 살만하네요,46개,2020. 5. 30.
MysteryOh,13/14 가벼운 노트북을 찾고있었는데 딱인거 같습니다! 램이좀 아쉽지만 그램이랑 둘중에 고민을 할수있겠네요 잘봤어요~,18개,2020. 5. 30.
PianoTree,07:10 여기서 반했습니다. 아 사고 싶다 진짴ㅋㅋㅋㅋㅋ,26개,2020. 5. 30.
nacelle,3:04 알루미늄 소재를 쓴 다른 노트(맥)북,10개,2020. 5. 30.
피그미,6:56 숫자키 나올때 심쿵ㅠㅠ 쩐다..,36개,2020. 5. 30.
Lehmanmaminecraft,6:54 와 뭐여..ㅋㅋㅋㅋ개 간지이네..ㅋㅋㅋㅋㅋㅋ,57개,2020. 5. 30.
마나tv,그와중에 뒤에 qcy-5박스가 뭐지? 이번에 나온qcy-t5pro인건가?,10개,2020. 5. 30.
우유마요,크으... 색 잘빠졌따.... 예쁘다 진짜...,7개,2020. 5. 30.
이동규,0:00 아! SnSV아시는구나! 프린터나 기업쪽에서는 dy도 유명해요 ㅎㅎ,17개,2020. 5. 30.
김성욱,"와 47분전ㄷㄷㄷㄷㄷ나중에 봐야징~
형은 맨날 공부하는데 영상을 올린다니깐~~",6개,2020. 5. 30.
RickLee,디테일한 설명 귀에 쏙쏙 들어오네요. ASUS가 노트북은 참 잘만드는것 같아요. 저도 하나 사고싶어지네요 ㅎㅎㅎ,30개,2020. 5. 30.
diosun,"13:34 요약:  적당하지 않은 옵션, 적당하지 않은 가격",65개,2020. 5. 30.
서울KingGod,6:55 오 신기하다,77개,2020. 5. 30.
김대현,2:25 노트북을 저렇게 들어버리네 ㄹㅇ 가볍나보다 ㅋㅋㅋㅋㅋ,39개,2020. 5. 30.
,TMI : 영상 중간중간에 잇섭의 실명이 공개됬다. 직접 찾아보시기를..후훟,2개,2020. 5. 30.
닻별,4:35 하단 큰 베젤이 안보인다는 장점도있습니다.,55개,2020. 5. 30.
최서정,아수스 진짜 갓성비ㅠㅠㅠ,26개,2020. 5. 30.
Drabul,"00:04 Opening
13:41 Endcard",13개,2020. 5. 30.
지지,2:33 워허어우ㅜㅡㆍ 쒜엣~,3개,2020. 5. 30.
GMDBlockcommend,ㄹㅇ 미쳤네.. 사고싶다ㅠ,17개,2020. 5. 30.
JH,6:52 와우 이건 asus에만 있는기능인가요? 좋네요,41개,2020. 5. 30.
말하기전에생각했나요,"보다가 재생이 끊겼길래 뭔가 싶었네요 ㅋㅋㅋ
한번 더 보고 갑니다 잇섭선생님~?






11:33 거ㅇ요....(??)",18개,2020. 5. 30.
JOONHYUK,"윈도우 시간 아시아로 바꿔놔서 시계보니까 8시길래  
뇌정지 와서 시간여행한줄ㄷㄷ",72개,2020. 5. 30.
견백,3:48  바탕화면에 LOL발견!,5개,2020. 5. 30.
충성,재업 ㅠ 미쳤습니까 잇섭? 항상 인트로랑 영상 잘 챙겨보고있습니다><,4개,2020. 5. 30.
