닉네임,댓글,좋아요수,날짜
MINEEEATS,"Guys! Please check my community post if you are wondering why i haven’t been posting😊 love you!!🤍 여러분! 요즘 영상 왜 안 올라오나 궁금하신 분들은 커뮤니티 글을 참고해주세요😊 사랑해요🤍
https://www.youtube.com/post/UgxQS5pRfwBddazaVL94AaABCQ?app=desktop",67개,2020. 5. 17.
난뭐든지거꾸로말한다,축하합니다. 한국인 댓글을 발견하셨습니다!,456개,2020. 5. 17.
최서윤,진짜 개맛있겠다 ㅜㅜㅜ,640개,2020. 5. 17.
Kokeebz,"I hope this doesn’t sound creepy, but her lips are so beautiful and the way she chews is so nice 😂❤️
When she said I’m going to feed you the rest 
I told her I’m fasting ☹️",231개,2020. 5. 17.
CozeASMR,who else wishes to join this party? I want those truffles,140개,2020. 5. 17.
구름,"이거 소리 왜이렇게 좋죠,,,??? 이거 한 10번은 돌려보는중 ㅜㅜ",63개,2020. 5. 17.
CarynKoay,"Who ❤ chocolate ???







Me ( maybe only 50% ) 🤔",252개,2020. 5. 17.
sheneHRaza,She eats all those chocolates and her teeth is still clean and white and I take a bite of a piece of chocolate my teeth will be covered in chocolate 😐,175개,2020. 5. 17.
원츄,"0:22 딸기트러플 Strawberry truffle🍓
1:06 화이트 초콜릿트러플 White chocolate truffle 
1:45 키라임 트러플 Key lime truffle
2:28 다크 밀크 초콜릿 트러플 Dark&milk chocolate truffle 🍫
3:15 쿠키앤크림 퍼지 Cookies and cream fudge🍪
4:30 민트초콜릿 퍼지 Mint chocolate fudge💚
5:36 땅콩버터 퍼지 Peanut butter fudge🥜
6:40 기본 초콜릿 퍼지 Classic chocolate fudge🍫
7:48 호두 초콜릿 퍼지 Walnuts chocolate fudge
8:31 바닐라 퍼지 Vanila fudge
8:53 오늘의 질문 Question of the day
9:20 복숭아 트러플 Peach truffle🍑
9:26 다크 화이트 Dark white
9:32 밀크 초콜릿 Milk chocolate🥛
9:40 다크 초콜릿 Dark chocolate
9:48 밀크 화이트 Milk&white",303개,2020. 5. 17.
HannaVioletta,It makes me happy that Minee can satisfy her pregnancy cravings 🥰,155개,2020. 5. 17.
덩희김,저런건 어디가면 파는거지ㅜㅠㅜㄹㅇ맛있어보여....,68개,2020. 5. 17.
아임꾸몽,"저도 초콜렛  좋아하는데..
출산하고 모유수유중이라 못먹고있어요 ㅠㅠ
초콜렛을 많이 먹으면 모유가 쩐득쩐득 해진대요 겁나서 못먹고있어요 부러워용",40개,2020. 5. 17.
