Unnamed: 0,youtube_id,comment,like_num
0,다또아Daddoa,"안녕하세요! 
오늘은 사회적 거리두기 봄나들이 브이로그를 들고왔습니다!


낯선 사람과 접촉하지 않는, 마주치지 않는 코스를 짜서 다녀왔는데요.
집에서 차로, 숙소에서 차로 갈때 등 실내에서 야외로 갈때 
마주치는 사람은 없었지만 무조건 마스크를 착용했구요.
이동과 식사, 숙박을 모두 비접촉, 비대면 방식으로 진행했습니다 :)  
어떠한 방법이였는지, 자세한 내용은 영상을 확인해주세요!


하루빨리 이 사태가 해결되어서 모두들 웃으며 마스크없이
거리의 바람을 만끽할 수 있는 날이 왔으면 좋겠네요.
다들 면역력 잘 챙기시고 건강하세요! 


오늘도 영상 봐주셔서 감사합니다 🙏
다음 영상에서 또 만나요 !",31개
1,ariquarius,please make the subtitles a little bit bigger! it’s hard to read on phone,4개
2,Theodore시어도어Makeup,영상만 봐도 힐링이 되는 기분 ㅠㅠ 확실히 원해서 집에 박혀있는 거랑 뭔가 반강제적으로 집에 박혀있는 건 다른 것 같아요..파워 집돌이지만 괜히 나가고 싶어지는..,18개
3,높은음자리표,"저도 ㅋㅋ 집순인데 오히려 더 답답해지는 
코로나가 집순이를이긴다아..",11개
4,xia,광릉수목원에서 도로 타고 쭉 가면 스타벅스... 진접 우리 동넨데...?? 다또아님 영상에 등장하다니 왜 이렇게 감격스럽죠ㅠㅠㅠㅠ 매일 보던 풍경인데도 다른 사람의 관점으로 보는 것 같아서 너무 신기해요ㅎㅎㅎ,3개
5,지니,지짜.. 너무 답답해요 ㅜㅜㅜ 무료하고ㅠㅠㅠ😭,1개
6,이효민,언니 진짜 항상 응원하는거 알죠? 사랑해요♥,5개
7,박수빈,나는 집콕하고 있는데ㅠㅠㅠ 저도 나중에 호캉스나 갈까봐요ㅠㅠ,1개
8,민꺅,언니 남자친구랑 가신건가용~~?😍,4개
9,조이로그JoyLog,다또아님 정말 사회적 거리두기 대박이시네요~~💗💗 멋져요~~  고마워요~~ 잘 봤어요~~🙋‍♀️🙋‍♀️,4개
10,푸링푸딩,다또아님🥰❤️ 진챠 사랑둥이 그 자체자나요! 선댓후감상 함니다 히히히 늘 애정하고 사랑해유 ✨❤️❤️,6개
11,룰루랄라혜Rahye,자푸..내최애 자푸 그란데에 자바칩4번추가 꿀맛🥰,2개
12,김미숙,호~ 호텔 이쁘네요ㅎㅎ 또아님 피부 대박😲 저도 좁쌀로 고민인데🤣 써봐야 겠어요👍👍,0개
13,asdfas,저도 차가 있으면 좋겠어용 ㅠㅠ 부러워여,3개
14,CY,Hi daddoa! love the setting of the video and thank you so much for English subtitles!! stay safe <3,0개
15,KhansaAziza,Annyeong daddoa I'm a big fan you from Indonesia🇮🇩❤,5개
16,yoannayes,또아님 오늘영상따라 초입 음향이 정말정말 좋네요!! 또아님 목소리가 또랑또랑 좋아요 ㅎㅎ👍👍,0개
17,초아롱,진짜.. 요즘 나가고 싶어도 불안해서 못나가가고 회사 집 반복이였어서 지쳤는데 언니덕분에 힐링했어요♡ 그래두 아직 위험하니까 꼭꼭 조심하세용~ 언니는 소중하니까요~😍😍😍,0개
