닉네임,댓글,좋아요수,날짜
VannieEats,The sandwiches look so good!😍,4개,2020. 6. 4.
pink솜사탕,썩은내와 음쓰 이야기를 거쳐 또 다시 샌드위치 까시는 우런니 ㅋㅋㅋㅋ,5개,2020. 6. 4.
컴옹,햇님누나 너무 좋다 해맑고 긍정적이셔 ㅎㅎ,13개,2020. 6. 4.
햇쏘리야,0:02 40세 김미경씨의 엣지있는 손바닥 인사ㅋㅋㅋ,34개,2020. 6. 4.
SongByrdASMR,I would crave these At breakfast!,1개,2020. 6. 4.
EatWithChloe클로이,"진짜 너무 워너비예요😭😭
햇님언니의 닮고싶은 위장💕👍🏻",4개,2020. 6. 4.
dd,왜 나는 햇님님이 식빵 드실 때마다 미칠 거 같을까ㅜ,2개,2020. 6. 4.
항문에마요네즈뚜껑을껴서별똥을싸보자,카야토스트 맛있쮸ㅠㅜㅠㅜ 바삭하게 구운 식빵에 카야쨈 발라먹고 우유한잔 크으ㅠㅠ....,22개,2020. 6. 4.
쎄바스촨,"오늘도 열일하시는 입느님 👄
토스트 짱조아하는데..ㅠㅠㅠ먹고싶네용...ㅠ",3개,2020. 6. 4.
galaxy,13:23 아ㅋㅋㅋㅋㅋㅋ 방심하다가 터졌어요ㅋㅋㅋㅋㅋ,6개,2020. 6. 4.
손바닥,"21:23 둘 중에 뭐가 더 맛있나요? 질문에 진심으로 울상지으면서 ""Hoxy...여유 되시면 둘 다 드시면 안 돼요?"" 하는 언니 너무 귀엽고 웃김ㅋㅋㅋㅋㅋ 언니 저희는 그 여유 말고 위장 여유가 안 돼요ㅠㅠㅠㅋㅋㅋ",37개,2020. 6. 4.
JulieJung,언니 이야기 너무 친근하고 재미써욬ㅋㅋㅋ 최고최고,3개,2020. 6. 4.
강수수수숫겸,언니는 정말 내 롤모델임...,25개,2020. 6. 4.
miso,21:50 너무 귀여우셔ㅠㅠㅜㅠㅠㅜ 어떻게든 여유 만들게요ㅠㅠㅠㅠㅠ,1개,2020. 6. 4.
YZAU호주YZASMR,계란토스트 ㅜㅜ 포슬포슬 너무맛있죠♡,2개,2020. 6. 4.
Jazztrip,뭔가 오늘 되게 귀여워요❣️,2개,2020. 6. 4.
이보람,골드버튼에 햇님또잇어ㅋㅋㅋㅋㅋㅋ귀엽따,1개,2020. 6. 4.
최승찬,카야잼이랑 제일비슷한느낌은 완두앙금?생각하면되요ㅎㅎ 조금더달달하면서 코코넛향이나는정도의 차이,1개,2020. 6. 4.
개구리볼딱지,맛있겠다.. 다이어트 알고리즘이란ㅜ,1개,2020. 6. 4.
콩이먹방Tv,ㅜㅜ 진짜 대리만족 ㅜㅜ,1개,2020. 6. 4.
호로록,18:48 해맑게 웃으시면서 너무 자연스럽게 새로운 판 까시는 햇님 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,18개,2020. 6. 4.
seyoungkim,아~~ 어제 진짜 육월이 아니라 유월 이라고 발음한다고 알려주려고 하신거였군요...유월에 뭐 있나 엄청궁금했네,0개,2020. 6. 4.
랑랑ASMR,요즘 예뻐지신거 같아요♥,2개,2020. 6. 4.
기세TVgiseTV,행복해 보이신다..,1개,2020. 6. 4.
먼지,악 완전 맛있어보여요ㅠㅠㅠㅠ 계란 넘 좋아하는데 짱이다,0개,2020. 6. 4.
예술하는공학자,19:13 20:00 음식물쓰레기 냄새와 썩은내 이야기 ㅋㅋㅋㅋ 다른이모 화이팅!!,3개,2020. 6. 4.
김다혜,헐헐 배고파..ㅠㅠㅠ,0개,2020. 6. 4.
JulieJung,지금 당장 계샌이 옴춍먹고싶네욥 ㅠㅠㅠㅠ!!,0개,2020. 6. 4.
접시먹방JubsiMUKBANG,역시 대단하신분♥,1개,2020. 6. 4.
법련화,"햇님~
넣무 맛나게 드시네요 ^^",1개,2020. 6. 4.
박실장의집밥TV,"맛있는 영상 오늘도 잘 봤습나다~^^
좋아요 꾹~👍
다음 영상 업데이트 되면 
또 놀러 올게요~^^😀",0개,2020. 6. 4.
이윤희,"계란 샌드위치 맛있어 보이네요 🙈 ㅎㅎ
뜬끔 없지만 햇님님 앞치마에 햇님님이 귀엽
다고 하신 붙어있는거 햇님님하고 닮았네요 🤭
    잘보고 가요 💯👍👏👏🙈💕",0개,2020. 6. 4.
츄루,다른이모? 놀토 녹화 잘하고 오세요~ ㅋㅋㅋㅋ,0개,2020. 6. 4.
소윤맘,식빵 색 쩌러요ㅠㅠ,0개,2020. 6. 4.
임슘니,"다른이모, 오늘도 잘 드시네요:-)",0개,2020. 6. 4.
TV어림이,기부 영상 보고왔어요ㅠ 역시 배운 언니!!! >< 맛있게당,0개,2020. 6. 4.
밍구꽃,"어우 따뜻해요~ 하면서 좋아하는 우리언니보고
내맘이 다 따뜻해 지는구먼❤️",0개,2020. 6. 4.
호호잇,나도 아이스크림 씹어먹어보고싶다...,0개,2020. 6. 4.
캐슬castleVLOG,빵 말랑말랑 ㅜㅜ 미쳤다리 너무 좋아요,0개,2020. 6. 4.
고먐미,몰라..ㅡㅅㅡ 잘먹으면 우런니야!!,0개,2020. 6. 4.
HoNeY,오늘 옷 보육교사같애용 귀여웡 ❤️🧡💛💚💙,0개,2020. 6. 4.
나름젊줌마,인스타 짤보고 와떠요,1개,2020. 6. 4.
이아름,햇님 님 의상이 유치원 선생님 의상같아요..,0개,2020. 6. 4.
법련화,"낼은. 꽁보리밥에 된장찌개
보글보글^^  콩된장은 보약요^^",0개,2020. 6. 4.
법련화,"다이어트 하시는 분들 슬프
겟는 데요^^",0개,2020. 6. 4.
박콧,맛있겠다😋😋😋 츄릅..,0개,2020. 6. 4.
장은비,맛있겠어요....장염걸려죽만먹고있어요ㅠ 대리만족하고갑니다,0개,2020. 6. 4.
우디,오 2분전!!,0개,2020. 6. 4.
잇힝EatHing세상의모든맛알려드림,핳...계란 두께 장난없네여😳,0개,2020. 6. 4.
조쌍둥이,요즘 다이어트한다고 2~3달째 빵을 못먹고있는데 제 최애 토스트를 드셔주셔서 감사합니다♡,0개,2020. 6. 4.
Hannah,"첫입 모음

00:58 카야토스트🍞
6:43 계란(말이)샌드위치🥪
11:07 (삶은)계란샌드위치🥪
35:10 초코바",4개,2020. 6. 4.
연,역시 맛잘알 언니! 얼마 전 천국이네랑 오늘 웨이크컵 다 저도 엄청 좋아하는 가게들이에요ㅎㅎ 웨이크컵 진심 여기 먹고 나면 다른 타마고산도랑 카야토스트를 못 먹게 되는..,0개,2020. 6. 4.
김페브리즈짱짱짱,넘 맛있게 드시네요.먹고 싶게 하네요^♡^,0개,2020. 6. 4.
우아쥬wooaju,살 안찌시는거 진짜 너무 부러워요,15개,2020. 6. 4.
Anjel,오늘은머리안올렸네요~,1개,2020. 6. 4.
dqghjje,"언니, 자꾸 다이어트 하는데 대리만족으로 보는 채널이 다이어트의 적이 되었어여 10시에 맨날 맛있는거 먹음",0개,2020. 6. 4.
러브캣닢,처음으로 댓글 남겨보네요 미사많먹💖,10개,2020. 6. 4.
BentoNamASMR무드있는식사먹방,아니... 아까 중국냉면 먹방 보는것만으로도 덩달아 엄청 배불러져 있었는데 알림설정에 후식으로 샌드위치 드신다고 떴을때 진심 입벌려졌어요....,20개,2020. 6. 4.
리싼메이,짱짱,0개,2020. 6. 4.
ppuka,언니언니 미사많머억💗💗💗💗💗💗☺,0개,2020. 6. 4.
정가네2석파파,내일 샌드위치 사먹어야겄어요,0개,2020. 6. 4.
나도한때가있었다,앜,1개,2020. 6. 4.
민그레,헐 계란 완전 폭신폭신말랑포쇽할것같다•••,14개,2020. 6. 4.
두리아리,계란토스트 이것은 마치 회전초밥집에 계란말이초밥 먹는 느낌... 흠 나로선 난해하군 그치만 햇님언니가 먹으면 맛있어보여요😏,1개,2020. 6. 4.
김페브리즈짱짱짱,혼자 먹지 마시고 같이 먹어요,0개,2020. 6. 4.
lee피오,너무후식먹방 잘보고가요~샌드위치계란많고 중국냉면계란에 잠잘때위아래로 썩는냄새어떻해요~요새아이스크림 땡기시나보다~ 영상잘보고가요~우유도많이드시네,0개,2020. 6. 4.
