닉네임,댓글,좋아요수,날짜
신성조,라오툼 아니고 쉐오툼-ㅅ-;;;;;;;;;; 그리고 오타가 좀있네요 애교로 봐주세요 (어제 밤늦게 리뷰하고 아침부터 또 벤치하고 바로 편집하느라.. 세세하게 신경을 못썼어요 ㅠ),16개,2020. 5. 20.
BomberDX,발전이없잖아...?,45개,2020. 5. 20.
PH,결론 : 14나노 리비젼수준 똥텔의 소켓장난,45개,2020. 5. 20.
다니엘레메로시,똑같은 공정에 클럭이랑 코어 늘어난 만큼 성능 올랐네.. 근데 소켓은 바뀌는 기적 ㅎㅎ,27개,2020. 5. 20.
BaBo,9700k 9900k 쓰는사람들은 바꿀 이유가 전혀없이 쓰던거 쓰면됨. 새로 맞출 사람들은 라이젠 4000번대 가고.,32개,2020. 5. 20.
Cyclone,극 게이밍 유져가 메모리 오버해서 갈께 아니면 갈이유가 없어 보입니다.,3개,2020. 5. 20.
박지원,ㄹㅇ 라이젠 3600 사길 잘했네 이가격에 이성능이라니 ㅠㅠ,25개,2020. 5. 20.
백도윤,그래서... 씹세대라고??,5개,2020. 5. 20.
이진우,잘 봤습니다. 인텔은 발전이 더디네요.. amd는 차기작에서 얼마나 발전 될지??ㅎㅎ,15개,2020. 5. 20.
심영,"게임만 봐서는 10세대 넘어 오면서 나아진게 거의 없어 보이네요..  9세대 사용자~ 만쉐~~ 하는 소리만 들리고.  소켓 장난질에, 사골 끓이기, 14나노 장인..",2개,2020. 5. 20.
poohmike,믿거암? 믿거텔이다 시불거,6개,2020. 5. 20.
이뎐TV,"이번인텔은 9700k이상이면 굳이바꿀필욘없어보이는군요
메인보드가 관건일듯요 ㅎ",15개,2020. 5. 20.
김티졔,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오버워치 아이디가 아나ㅆ발인거 이제 알았닼ㅋㅋㅋㅋㅋㅋㅋ,2개,2020. 5. 20.
김경호,(결론: 1.인텔~사골탕~계속 끊어~!! 2.AMD~리사수누님 외계인설?~!!),16개,2020. 5. 20.
김은철,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅈㄴ웃기네 
발전이없네 발전이 ㅋㅋㅋㅋㅋㅋㅋ",7개,2020. 5. 20.
이창민,"아무리 컴터로 대다수가 오락을 많이 한다지만 
많이 하는거지 오락만 하는건 아님...
잠수타다 탄모아서 암드가야겠네..",10개,2020. 5. 20.
김대홍,10900은 살 이유X네요..,15개,2020. 5. 20.
박희영,왜 amd 4천번대가 기대가 되는거지? 왜일까.... 이 개같은 인텔....,8개,2020. 5. 20.
파주컴,"아쉽군요...
역시 사골은 사골인가 봅니다..",8개,2020. 5. 20.
NullL,내년 라이젠 4세대 원칩 존버,6개,2020. 5. 20.
띠아,"성능은 괜찬아 보이네요
그런데 1년이나 지난 지금에서야 비슷한 CPU 내놓은것도 늦었고
무엇보다 가격이 중요할텐데 인텔 CPU 가격은 도무지 낙관하기가 어려워서....",5개,2020. 5. 20.
이케,"이분 옵치닉의 유래
- 아나가 처음 나왔을 시 숙련되지도 않은 체 랭겜 돌리는 사람들이 너무 많아서 저리 지었다고 합니다",1개,2020. 5. 20.
김용현,"저거 비교에 참고할점
인텔은 새로운 세대고 암드는 이제 바뀔세대임ㅋㅋㅋ
다음 세대거랑 비교하면 게임도 암드가 씹어먹을지도 모를 일이네 진짜",3개,2020. 5. 20.
김근삼,9700k 유저인데 보드갈이하면서 10세대 갈 이유는 없는거 같네요..,26개,2020. 5. 20.
hunhwang,역시 컴퓨터는 신성조!!,7개,2020. 5. 20.
포돌이,옵치 닉 왜그러냐고 물어보시는분들 이분 저닉넴을 아나 나왔을때쯤 닉변하셨는데 숙련도도 없는사람이 아나해서 개빡쳐서 저런 닉네임입니다,2개,2020. 5. 20.
비숑,"이제 라젠 4000시리즈가 땋   

10900 전기쳐묵 ㄷㄷㄷㄷㄷ 하다능",9개,2020. 5. 20.
드래곤볼,인텔 망했다....아놔진짜~다음 amd 4000시리즈는 지금 테스터들 임시 테스터 장난아니던데....주식다빼.인텔에,6개,2020. 5. 20.
ShinHyunjin,다른곳보다 자료로 제시해줘서 딱 좋네요.,1개,2020. 5. 20.
얀비슈느,"AMD 3세대를 보고 난 후에는 지금과 같이 인텔이 계속 소켓 장난질을 이어간다면 다시는 안쓸거 같네요. 결국 일반 유저(라이트 게임유저)로써 본다면 게임도 하고, 웹서핑도 여러개 올려두고, 영상도 틀어놓고, 간단히 그래픽 프로그램 2~3개 정도 돌리고 한다면 인텔을 가야할 필요성이 전혀 보이질 않네요. 게다가 9700k를 산다면 몇만원 더 주고 3900X를 가는게 일반 유저로써는 유리하다고 생각이 듭니다. 업그레이드를 하면서 보드 갈이도 생각한다면 더더욱 인텔로 갈 필요가 보이질 않네요. 이제 더이상은 제 안에서 인텔은 매력적이지 않습니다 ㅎㅎ",20개,2020. 5. 20.
heungseoson,"역시 별거 없네요..
AMD에 한표던집니다!",4개,2020. 5. 20.
taesoopark,영상 잘보고 갑니다..^()^,0개,2020. 5. 20.
최진우,이거 인텔에서 소비자를 너무 호구로 본거 아닙니까아아아,0개,2020. 5. 20.
과민,잘가...인텔......,1개,2020. 5. 20.
으냐양,9세대사용자는 암드4세대를 숨죽여 지켜보아라..!,1개,2020. 5. 20.
