닉네임,댓글,좋아요수,날짜
요호요호,점포아니고 전포인뎅ㅋㅋㅋㅋㅋ편집자분 부산분 아니신가봐용ㅋㅋㅋ 오늘도 재미나게보겠습니당❤,549개,2020. 5. 30.
77ml,"서울사람 입니다.
쨔미쓰님들과 같은 우리 동년배들 그 모자 많이 씁니다. 모자 아주 예쁩니댜.💛",353개,2020. 5. 30.
z은지,서울사람이지만 캡모자를 훨씬더 쓰는 느낌적인 느낌ㅋㅋㅋㅋ,34개,2020. 5. 30.
KIARA키아라,아니 왜 아무도 0:24 여기 나오는 벨소리 언급을 안해요? 어이없게 웃기잖앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아닠ㅋㅋㅋ,218개,2020. 5. 30.
서울,저 모자..쌩얼 모자... 화장안하고 머리 안감았을 때 마스크랑 저모자쓰면 면상을 완벽하게 가릴수있음 저만그런가요?ㅋㅋ,7개,2020. 5. 30.
blueming,"0:23 휴대폰 벨소리 제가 제대로 들은건가욬ㅋㅋㅋㅋ 뭔가 느낌있는 팝송일것 같았는데 구수하시네옄ㅋㅋㅋㅋㅋㅋ언니 최고
1:17 앜ㅋㅋㅋㅋㅋ쿠ㅜㅜㅜ 저두...없어영...ㅋㅋㅋㅋㅋ
2:16 😈😈point1😈😈
2:56 ???자른 미역으로 생일 미역국을 해먹나욤?? 제가 알기론 장수하라고 미역 일부러 안자르고 넣는다던뎅...길게길게 먹는데요..!! 그래도 뭐 마음이 중요한거죵 전 미역국 간도 못맞추는걸여 하핳 엄마 최고
3:08 ㅋㅋㅋㅋㅋ그런이유였군옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ미역국이 한 솥 가득인 이유 ㅋㅋㅋㅋ
5:35 아 이 언니들 너무 죠아 의식의 흐름ㅋㅋㅋㅋㅋ
6:37 😈😈point2😈😈
10:06 아잌ㅋㅋㅋㅋ 자세봨ㅋㅋㅋㅋㅋ 이런 친근한 유튜버 같으니라구 ㅋㅋㅋㅋㅋ
12:09 세상에 이게 무슨 소리야
12:16 마늘!! 마늘 안넣었자나여!!
15:31 와우 깜짝이야
15:40 이르케 보니까 언니들 진짜 안늙는다 그대로다 너무 이뿨
17:12 😈😈point3😈😈
17:48 ???!!!언니!!!!ㅋㅋㅋㅋㅋㅋㅋ
18:16 나만 누워서 허우적거리는게 아니었군 100만 유튜버도 하는 행동이었어((위안",8개,2020. 5. 30.
양양,ㅋㅋㅋㅋㅋㅋㅋㅋ정말 찐친  셋이서  저렇게  좋을 수가 생일축하했어요🎂🎂,11개,2020. 5. 30.
퓨퓨,역시 여자들 우정 너무 최고당 쨔미쓰 오래오래 봐용,101개,2020. 5. 30.
가리의일상Garisdaily,역시 믿고 보는 쨔미쓰ㅋㅋㅋㅋㅋ 오디오가 빌틈이 없쒀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,127개,2020. 5. 30.
snjsbsndnsns,쨔미쓰 너무 기다렸어요.......❤️❤️,12개,2020. 5. 30.
지수,01:37 은정님 모자 너무 잘어울려요!!🧡🧡창 넓은 거 많이 쓰는데 왜그러시나요ㅠㅠ자주 쓰고 나와주셔요 ...🤎이상 저는 경상도 구독자였읍니다 하핫 ㅎㅎ,73개,2020. 5. 30.
쁄,ㅋㅋㅋ서울에서...저 모자..쓴사람...많이...못..못봣는데.. 하하하핳 이쁘시네용 그래듀!!,50개,2020. 5. 30.
rikim,쨔미쓰언니 저런모자 하루에 몇번 봅니다유❣ 안심해유😊,5개,2020. 5. 30.
RiverPhoenix,아 첨부터 끝까지 개웃겨 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,6개,2020. 5. 30.
포말내다,"서울사람 캡모자 씁니다,,,,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 귀여웡",4개,2020. 5. 30.
낯선자,ㅋㅋㅋㅋㅋ진짜 쨔미스가 노래부를때가 제일 좋앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3개,2020. 5. 30.
미니킴,서울사람들도 캡모자 많이 써요 ㅋㅋㅋ,37개,2020. 5. 30.
