닉네임,댓글,좋아요수,날짜
다또아Daddoa,"안녕하세요! 
오늘은 사회적 거리두기 봄나들이 브이로그를 들고왔습니다!


낯선 사람과 접촉하지 않는, 마주치지 않는 코스를 짜서 다녀왔는데요.
집에서 차로, 숙소에서 차로 갈때 등 실내에서 야외로 갈때 
마주치는 사람은 없었지만 무조건 마스크를 착용했구요.
이동과 식사, 숙박을 모두 비접촉, 비대면 방식으로 진행했습니다 :)  
어떠한 방법이였는지, 자세한 내용은 영상을 확인해주세요!


하루빨리 이 사태가 해결되어서 모두들 웃으며 마스크없이
거리의 바람을 만끽할 수 있는 날이 왔으면 좋겠네요.
다들 면역력 잘 챙기시고 건강하세요! 


오늘도 영상 봐주셔서 감사합니다 🙏
다음 영상에서 또 만나요 !",31개,2020. 4. 17.
ariquarius,please make the subtitles a little bit bigger! it’s hard to read on phone,4개,2020. 4. 17.
Theodore시어도어Makeup,영상만 봐도 힐링이 되는 기분 ㅠㅠ 확실히 원해서 집에 박혀있는 거랑 뭔가 반강제적으로 집에 박혀있는 건 다른 것 같아요..파워 집돌이지만 괜히 나가고 싶어지는..,18개,2020. 4. 17.
높은음자리표,"저도 ㅋㅋ 집순인데 오히려 더 답답해지는 
코로나가 집순이를이긴다아..",11개,2020. 4. 17.
xia,광릉수목원에서 도로 타고 쭉 가면 스타벅스... 진접 우리 동넨데...?? 다또아님 영상에 등장하다니 왜 이렇게 감격스럽죠ㅠㅠㅠㅠ 매일 보던 풍경인데도 다른 사람의 관점으로 보는 것 같아서 너무 신기해요ㅎㅎㅎ,3개,2020. 4. 17.
지니,지짜.. 너무 답답해요 ㅜㅜㅜ 무료하고ㅠㅠㅠ😭,1개,2020. 4. 17.
이효민,언니 진짜 항상 응원하는거 알죠? 사랑해요♥,5개,2020. 4. 17.
박수빈,나는 집콕하고 있는데ㅠㅠㅠ 저도 나중에 호캉스나 갈까봐요ㅠㅠ,1개,2020. 4. 17.
민꺅,언니 남자친구랑 가신건가용~~?😍,4개,2020. 4. 17.
조이로그JoyLog,다또아님 정말 사회적 거리두기 대박이시네요~~💗💗 멋져요~~  고마워요~~ 잘 봤어요~~🙋‍♀️🙋‍♀️,4개,2020. 4. 17.
푸링푸딩,다또아님🥰❤️ 진챠 사랑둥이 그 자체자나요! 선댓후감상 함니다 히히히 늘 애정하고 사랑해유 ✨❤️❤️,6개,2020. 4. 17.
룰루랄라혜Rahye,자푸..내최애 자푸 그란데에 자바칩4번추가 꿀맛🥰,2개,2020. 4. 17.
김미숙,호~ 호텔 이쁘네요ㅎㅎ 또아님 피부 대박😲 저도 좁쌀로 고민인데🤣 써봐야 겠어요👍👍,0개,2020. 4. 17.
asdfas,저도 차가 있으면 좋겠어용 ㅠㅠ 부러워여,3개,2020. 4. 17.
CY,Hi daddoa! love the setting of the video and thank you so much for English subtitles!! stay safe <3,0개,2020. 4. 17.
KhansaAziza,Annyeong daddoa I'm a big fan you from Indonesia🇮🇩❤,5개,2020. 4. 17.
yoannayes,또아님 오늘영상따라 초입 음향이 정말정말 좋네요!! 또아님 목소리가 또랑또랑 좋아요 ㅎㅎ👍👍,0개,2020. 4. 17.
초아롱,진짜.. 요즘 나가고 싶어도 불안해서 못나가가고 회사 집 반복이였어서 지쳤는데 언니덕분에 힐링했어요♡ 그래두 아직 위험하니까 꼭꼭 조심하세용~ 언니는 소중하니까요~😍😍😍,0개,2020. 4. 17.
허낭나,"영상 너무 기다렸어요!!! 
호텔에서 입으신 잠옷 정보좀 알려주세요 너무 예뻐요😍
다또아님이 입어서 예쁜건가?😅",0개,2020. 4. 17.
조연재,항상 좋은영상감사합니다❤️,0개,2020. 4. 17.
KimK,"영상 너무 바람직하고 재밌고... 좋아요😭😭
그냥 외부외출 없이 집에만 있는 사람인데 저도 가보고 싶어요🤣 밑대댓글에 싸우셔서 분량지웠다는것두 너무 귀엽고 잘보고가요ㅋㅋㅋㅜㅠㅠㅠ😂",0개,2020. 4. 17.
LinhNguyn,Can you do the makeup room tour?  Please introduce your makeup zone carefully.,1개,2020. 4. 17.
김지연,인스타보고 바로 달려왔어용~!!,1개,2020. 4. 17.
,에휴 또 영상 잘 안 올라오시네 .. 기다리다 지침🤦‍♀️,12개,2020. 4. 17.
소인,"다또아님 영상기다리고있었어요 ㅠㅠ
자주올려주세요 ㅠㅠ",0개,2020. 4. 17.
영영,언니 자주 올려줘요 너무 보고싶었어요 사랑해요 ❤️,0개,2020. 4. 17.
김지인,옙흐다 🥰,1개,2020. 4. 17.
러버,"ㄲ ㅑ 운전할때 넘 멋있는 여자 또아님,,❤️🥳 안전하면서도 알차게 나들이 갔다오셨네요! 저도 이제 슬슬 집순이모드가 한계에 도달했어용ㅋㅋㅋㅋㅋ 이런 나들이 너무 좋네요! 또아님 코로나 조심하시구 항상 건강하시구요 오늘 영상도 넘 힐링되었고 잘봤습니다! 사랑해용❤️",0개,2020. 4. 17.
이지영,사랑해용 언니 전 언니 덕분에 웃어요😍,0개,2020. 4. 17.
하진Artemis,잠옷 어디서 사셨는지 알수있을까요?!,0개,2020. 4. 17.
Lyn미국간호사,보기만 해도 힐링되는 영상이네요 ㅎㅎ 미국사는 간호사인데 요즘 일상이 일 병원 일병원이에요 ㅠㅠ 미국에서도 다또아님 같은 분들이 늘어나서 이렇게 사회적 거리두기가 잘 시행되면 좋겟네요,0개,2020. 4. 17.
WifehoodStory,I love how you edit your videos may I ask what app do you use in editing your videos?,0개,2020. 4. 17.
마카롱,눈썹어디갓어욬ㅋㅋㅋ ㅠㅠ,0개,2020. 4. 17.
irmalair1,We missed youuuuu 💕💕💕💕💕💕,0개,2020. 4. 17.
포비,혹시 오늘 산막사 칡냉면 가셨었나용??🌟 인사할려고 했는데 혹시 다또아님이 아닐까봐 못했는데 ㅠㅠ,0개,2020. 4. 17.
MiaLim,ㅡㅜㅜㅜㅜㅜ,0개,2020. 4. 17.
RURILEE,오와 안녕하세요🥰🥰🙋‍♀️,1개,2020. 4. 17.
새벽,헐 저 포천 사는데 ... 언니가 다녀가셨다니 ㅠㅠ,2개,2020. 4. 17.
디에이성형외과DAPlasticSurgeryKorea,또아님~영상협업건으로 연락드리고 싶은데 메일주소 하나 남겨주심 감사하겠습니다^^,0개,2020. 4. 17.
원서내,"오랫만이예요~~~!
넘넘 반가워요 ~~🥰💜💜💜💜
어디서 구매하는지요?~^^",0개,2020. 4. 17.
양효려,이국주닮으셨어욥!!,11개,2020. 4. 17.
양효려,오잉 얼귤이 많이 바뀌셨네..ㅎㅎㅎ,1개,2020. 4. 17.
먹돼지,대학 입학하구나서 또아님 영상 처음 접한 것 같은데 지금은 취준생이네요 ㅠ ㅡㅠ..하하.. 시간이 너무 술술가요...또아님 항상 영상 잘 보고 있어요!! 이번 영상도 잘 보고 가요😘,12개,2020. 4. 11.
Phyllisxoxo,Simplicity is the best! ❤️❤️❤️ love your room layout!,7개,2020. 4. 11.
원바다,헐 .. 진짜 오랜만이야 처음본게..초딩때인데ㅜㅜ 엄청좋아했었어요.. 근데ㅜ 영상안올리셔서 접으신줄 알았는데 ಠ_ಠ 왜 지금알았지.. 이제 맨날 챙겨볼게요  흑 잊어서 미안해요 목소리 엄청좋아용!(๑･̑◡･̑๑),3개,2020. 4. 11.
김지아,우와 소품이 다 너무 이뿨요ㅠㅠㅠㅠ 혹시 저 가짜 보석 어디서 사셨는지 구입처 알 수 있을까요??,0개,2020. 4. 11.
기억해너와나의봄날,우와 또아님!! 오랜만이에여!! 시국이 시국이니만큼 건강 유의하세요!! 그리고 집들이 너무 좋아요!! 영상 항상 잘보고있어용!ㅋㅋㅋㅋ 집 너무 이쁜거 아닌가요! 역시금손ㅠㅠ 시간 나실때마다 영상 올려주세요! 이렇게 달려올게요!!,0개,2020. 4. 11.
해인,"헐헐ㅠ 다또아님 오랜만이에요!!
룸 진짜 제 취향을 꾹꾹 눌러담았네요 (๑♡⌓♡๑)",1개,2020. 4. 11.
dadain,영상 너무 예쁜거 있죠 ㅠㅠㅠ목소리도 너무 좋아용♡♡,0개,2020. 4. 11.
ram람이,아늑포근따뜻ㅠㅠ 공간분리도 짱이고 포토존도 진짜 넘 예뻐요🤎,0개,2020. 4. 11.
한예seul,I want this room ㅠㅠ,0개,2020. 4. 11.
AnonyMous,와 집 너무 아늑하고 이뻐요 ㅠㅠ,0개,2020. 4. 11.
이조은,"다또아님 !!
이렇게 또 영상올려주셔서 고마워요
이렇게 따뜻한 일상 보여주셔서 좋아요
앞으로도 계속봐요 우리 😊",0개,2020. 4. 11.
김지연,오랜만이예요!!!❤️ 선댓후 감상ㅎㅎㅎ,1개,2020. 4. 11.
유니애,인스타 올렸을때부터 기달렸어요!!!! 역시 이쁘네영,0개,2020. 4. 11.
Peach,또아님 저랑 똑같은 져지 있으시네용!!! 색깔마져 똑같ㅠㅠㅠㅠㅠㅠ 뭔가 그냥 기분이 좋네용❤️❤️,1개,2020. 4. 11.
Heeda,넘예쁘다 취저🥰,0개,2020. 4. 11.
Shivangigoel,예프 다 😍😍,0개,2020. 4. 11.
AsTheNameSuggests,I wish I have your dedication to decorate my room! Instead I just let it all be 🤣😂🤣,0개,2020. 4. 11.
양구리,조화를 두는게 풍수지리적으로 안좋대여..!,0개,2020. 4. 11.
달공주,반가워요,0개,2020. 4. 11.
LinhNguyn,Can you do the makeup room tour?  Please introduce your makeup zone carefully.,1개,2020. 4. 11.
ERENAT2,다또아 씨 룸 너무 예뻐요🥰💛,0개,2020. 4. 11.
HANPURPLE,방이 너무 예뻐요 😍,0개,2020. 4. 11.
보라만두,왐마?!! 방 너무 잘 꾸미셨어요!! 짱 이쁨!!,0개,2020. 4. 11.
김시연,어떻게 120만 유튜버가 조회수가 2만이지..?,1개,2020. 4. 11.
GhinaRaudhatuljannah,Sub indonesian please!,0개,2020. 4. 11.
AlessiaSandrr,So cool!🖤😭😭😭,0개,2020. 4. 11.
AngleStar,Love u.i hope more upload vedio.waiting u,0개,2020. 4. 11.
조이로그JoyLog,소품 센스가 장난이 아니네요🤩,1개,2020. 4. 11.
LedytaFebriana,❤❤❤❤❤❤❤❤❤🥰🥰🥰🥰🥰🥰🥰🥰🥰,0개,2020. 4. 11.
NataliaJuliana,Your room looks soo pretty,0개,2020. 4. 11.
LorenFloreza,"I love all the little details. So clean, minimalist, and really does reflect your personality.",1개,2020. 4. 11.
iPp,Queen Daddoa 👑🍷,0개,2020. 4. 11.
