Unnamed: 0,youtube_id,comment,like_num
36,김수한무거북이와두루미삼천갑자동방삭,쨔미쓰 조합 진짜 최고된다 ㅠㅠㅠㅠㅠㅠㅠㅠ 얼마나 웃었는지 ㅋㅋㅋㅋ 저도 친구들이랑 저렇게 살아보고 싶고 쨔미쓰 분들 우정 오래가세용 ㅎㅎ 그리고 효진언니 생일 축하드려요!!!!,18개
37,서예원,생일날에 친구들이랑 방 잡고 저렇게 놀면 엄청 재미있을 것 같아요!🥰 쨔미쓰 너무 좋아 ㅠㅠ❣ 효진언니 늦었지만 생일 축하드려요🎉,0개
38,이현진,11:29 간장은 원래 차갑지 않나요?ㅋㅋㅋ,1개
39,v현지,0:23 새가날아든다~~~~~~벨소리모에옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개
40,신연희,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 넓은 챙모자 저도 어제 맨얼굴로 쓰고 나갔다왔어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쨔미쓰 졸귀 ㅠ,0개
41,김재희,서울사람입니다 캡모자써요ㅋㅋㅋㅋㅋㅋㅋㅋ,1개
42,minsung,아니 작년생일영상 정주행하고있었는데 벌써 효진쓰 생일이돌아왔어...? 세월 넘빨라ㅠㅠ🤦‍♀️🤦‍♀️🤦‍♀️근데 개좋아,20개
43,Sdng52,저도 어제 친구들이랑 한달 같이 살아보고싶다ㅜㅜ 이랬더니 싸워싸워 이랬는데 친구들은 다 똑같군요 ㅋㅋㅋ 같이 딱 한달만 살아보고 싶어요 쨔미스는 진짜 재밌게 살것같아요 ㅋㅋㅋㅋ,0개
44,김경이,모자 너무 예쁜데요 ㅠㅠㅠㅠ 💓,12개
45,모올,찍먹ㅋㅋㅋㅋㅋㅋ갸웃긴다요,2개
46,hristinac,와ㅠㅠㅠㅠㅠㅠㅠ 존보 성공!!!!,1개
47,욘,ㄱㅋㄱㅋㅋㅋㅋㄱ역시 찐친궄ㅋㅋㅋㅋㄱ 하 너무 재미쩌여 조있그브 기다리구있옸다구용~!~!~!~!,0개
48,,근뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ세 분 잠옷 맞춰입으니까 복제인간 세 명이 분업하고 노는 느낌이랄깤ㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋ,0개
49,다니,효진슨생님 생일 축하해요🌷코로나로 일하기도 쉽지않고 참 일상이 일상같지 않은 나날들인데 우리 쨔미쓰 슨생님덜 에너지 받고 갑니다💕 있는 그대로의 모습들 너무 좋아연💜,0개
50,이동동,효진언니 말고 나머지 두분 너무 닮으셨어요!,2개
51,EonsimCho,혹시 짜미스 파자마 정보도 알수 있을까요?!?!,2개
52,김하림,셋이 올망졸망 누워잇는거 왤케 귀엽냐구여어!!!!!ㅋㅋㅋㅋㅋㅋ,0개
53,유혜빈,항상 영상 잘 보고있어용~ 댓글 처음 남겨봐요~~ >_<,1개
54,체리,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ앚ㄴㅋㅋㅋ진짴ㅋㅋ노래부를때 현웃ㅋㅋㅋㅋㅋ,0개
55,신짱구shinjjanggu,15:30 너무 조하 진ㅆb~,4개
56,silva,화음 지린다...,1개
57,jj,효진님 인스타에 올리신 사진에서 하고있는 집게핀 정보 궁금해요..! 횰릭에 업뎃되나요?,0개
58,사랑해좋아하다못해,"꺄아ㅏ아악 1분전에 올라왔다니❣️❣️❣️❣️❣️❣️ 볼 거 없어서 기웃대다가 효진쓰 브이로그가 뜬 것이야,,🥰",0개
59,사랑해좋아하다못해,"꺄아ㅏ아악 1분전에 올라왔다니❣️❣️❣️❣️❣️❣️ 볼 거 없어서 기웃대다가 효진쓰 브이로그가 뜬 것이야,,🥰",0개
60,HJ1226,드디어 쨔미쓰ㅠㅠ,1개
61,LuluLala,진짜 짜미쓰 컨텐츠가 최고다 ㅋㅋㅋ,0개
62,연수,헐루ㅜ 생일브이로그 기다리고 있었는데 🖤🖤,1개
63,백세현,손깨끗이~!! 아시겠져~~!!!!요란ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개
64,고기라,효진님 에어비앤비 파티장소 저도 가본곳인뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ저기 넘 좋죠 ㅠ,0개
65,TYTY최띠용때용,서면으로 이사오고 난 후 쨔미쓰 볼때마다 익숙한 곳이 보여서 괜히 기웃기웃^^,0개
66,우니UNI,진짜 짜미쓰님들 너무 재미써여!!!!!,0개
67,김재희,아 역시 짜미쓰 힐링된다며~~~팩붙이고 봤다가 계속 웃는거 참다가 결국 뗐다며~~,0개
68,eskADD,쨔미쓰 분들 보면서 저도 돈 많이 벌어서 친구들이랑 저렇게 놀고싶네용ㅎㅎ,0개
69,뛰뛰꽝꽝,편집자님 바뀌신건가요? 중간중간 오타가 많이 보이네유ㅠㅠ 오늘도 재밌게 잘 봤습니다 효진님!!,0개
70,날다람쥐,서울에 사는 대학생입니다!! 벼농사 하러 갈 때 제 필수템이죠!,0개
71,류규미,사투리 뿜뿜ㅌㅋㅋㅋㅋㅋ 귀엽당ㅋㅋ,0개
72,곽채원,와 저 조합 음식 진짜 맛있겠다ㅏㅏㅏ 진짜 내일 꼭 먹을거에요,0개
73,nyangJu,ㅋㅋㅋㅋㅋㅋ아 침대영상ㅋㅋㅋㅋ유돈햅투크라잌ㅋㅋㅋㅋ,0개
74,MinjiKim,효진님 ㅠ.ㅠ 은정님 장볼때 작은 하얀 크로스백 정보 궁금해욥...!!! 넘 예뿜 💜,0개
75,뾰뾰뾰,효진님 같이 방탈출할 3두 중 하나가 되겠습니다!!!!!,1개
76,esther에스더,언니 사랑해요 쨔미쓰 사룽해요 모두 건강하세요ㅜㅜ ♥️,1개
77,최서윤,"쨔미스분들과 브이로그라니,,❤️ 효진님 브이로그는 여러번봐도 꿀잼인것✨✨",0개
78,낯선자,ㅋㅋㅋㅋㅋㅋ저 모자 쓰신분 봤어요!! 아직 한번밖에 못봤지만....ㅎㅎㅎㅎㅎ 효리네민박 아이유모자...껄껄~,0개
79,구름그린,저 모자많이 보긴했는데 막상 저는 없어욬ㅋㅋㅋㅋ캡모자러버,0개
80,HYORIMYE,언니 처음에 점포동이 아니라 전포동인데!!! 편집자 분이 실수하셨나봐여 😭,10개
81,쓰남,서울 사는 구독자: 모자너무예뻐요~~ 구우우웃!!!,0개
82,혜나비TV,ㅋㅋㅋㅋㅋㅋㅋㅋ편집 너무 웃김ㄴㅋㅋㅋㅋㅋㅋㅋ,0개
83,2ene이네,"저 지금 서울 지하철 타고있는데
앞에 2분 캡모자 쓰고 계셔용ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
근데 벙거지모자(?) 도 예뻐요><",0개
84,쮸,ㅋㅋㅋ벨소리 무엇ㅋㅋㅋㅋㅋㅋ,0개
85,mm,짜미쓰 언니들 넘 좋아요ㅠㅠㅠ 저 요즘 너무 힘든데... 언니 영상보고 힘 많이 얻어요 감사해요!!!,0개
86,어니언옥희,쨔미쓰 넘 좋아 ㅠㅠㅜ 영상 잘볼게요♥️,0개
87,김재희,탈룰라 프리존 너무웃겨욬ㅋㅋㅋㅋㅋ 편집자님 센스💕,0개
88,비비빅흑임자,전포동 인데 ㅠㅠ...,0개
89,냠냠,"악 ㅠㅠㅠ 진짜 너모너모 기다렸어요,,,,,,,,",0개
90,루다,점포동 무엇 ㅋㅋㅋㅋㅋㅋㅋㅋ,0개
91,칸진리,"난 쨔미쓰 볼 때마다 느끼지만 몬가 외적으로 어울리는 이름이 슬기가 은정같고 은정이 슬기같은 너낌,.,",0개
92,이,아 너무 힐링ㅋㅋ ㅠㅠ,0개
93,문주희,훌렁 훌렁 옷 벗고 맛있는거 먹고 수다떠는거 너무 제친구들같아서 우ㅜㅅ겨요 ㅋㅋㅅㅋㅋㅋㅋㅋ꿀잼,0개
94,뇽뇽도롱뇽,진짜 쨔미쓰 같은 칭구들 갖고싶다 나도 저기 끼고 싶당 ㅠㅠㅠㅠ,0개
95,SeoAh서아,맛있겠다 금지라케놓고 ㅋㅋㅋㅋ 바로 맛있다라고 ㅋㅋㅋㅋㅋㅋㅋㅋ,0개
96,eS,캡모자도 계속 많이 쓰지만 버킷햇 몇년전부터 많이 써요 ㅎㅎㅎ 잘어울려요🤗,0개
97,파젼,버킷햇을 쓰긴하는데..음.. 은정님 모자는..귀엽네유😆,0개
98,김하늘,일등이라니ㅜㅜㅜ 오늘도 넘 재밋게 볼께요💕,0개
99,김대추,와 진짜 쨔미쓰... 이 조합 넘 재미써요... 노래부르는 장면에서 빵터져부럿삼다.....,0개
100,냉이,쨔미쓰 조합 너무 좋아욯ㅎㅎㅎㅎ언니 생일 축하해요🎉❤,0개
101,웨닝,싯둘시작ㅋㅋㅋ,0개
102,하하,"나도 쨔미쓰 일원에 속하고싶당.......언니들 저랑도 같이 노라주세여,,,,,",0개
103,정영주,아니 저만 은정님 보면 nct 재현님 생각나요?뭔가 묘하게 닮으심 넘 이뻐용언닝❣️,0개
104,뭉순이엄마,쨔미스♥,0개
105,이지민,쨔미쓰들-♡효진언니(님) 다들 오늘 텐션 뭐에요ㅋㅋ849회 쨔미쓰들 만남 축하하고 재밌게 보내셨길 바래용!!한 구독자로써 오늘도 잘 보고 가욤♡♡,0개
106,이경은,쨔미스 꿀잼ㅠㅠ 마이럽럽 증말,0개
107,만정MANJUNG,언니 시험기간인데 공부할려했는데~ 언니 영상올라와서 바로~ 달려왔조~ 🥰,0개
108,이콩이,은정님 모자 어디서 구매 하신거에용 ?? ㅠㅠㅠ,0개
109,보람,삼두 중 첫째는 나할게여 두명 선착~~💜,0개
110,지먼,언니들 오늘도이뻐여❤️❤️,0개
111,이채연,언니 저 방탈출에 쳐돌았습니다혹시 삼두중에 한자리 남는다면 절불러주시죠🤗,0개
112,파만람쥐,제친구란 3:3해서 같이 방탈출 뿌숩시다!!,0개
113,홍이둥이,거북목이 거묵복으로 되어있네요 ㅜㅜ 쨔미쓰 최고,0개
114,JooJoy,"쨔미쓰는
사랑입니다❤️💛❤️",0개
115,HouseYOYO,온닝 생일축하해용ㅎ 영상 항상 잘보고있습니당💓,0개
116,응비웅비잉비,오케이쨔미쓰 가즈아아아!!!!,0개
117,나나,언니 ㅠ 서면에 크라임씬 개재밌어요 꼭 해보쉬길•••,0개
118,SeonjooBing,쨔미스 넘 기다렸슴미다ㅏ🥰,0개
119,신혜지,그디어 쨔미스님 브이로그라니...! 오조오백년 기다려쎼여 언뉭💕,0개
120,김기현,생일 미역국 미역은 칼이나 가위로 자르면 안된다는 미신이 있다는 것 알고 계셨나요? 이유는 저도 몰라요,0개
121,공룡,쨔미쓰라니이ㅣ이이이이이이....!!!!!!,0개
122,LoloLo,언니 이 날 바른 립 .. 모에여..,0개
123,슈키suki,효진님 카메라 바꾸셨나요? 오늘따라 세분모두 더 예쁘신듯❤️,0개
124,돌봄,"은정님은 속고 계십니다. 그 모자말인데요, 속고 계신다구요!",0개
125,원소희,짜미쓰 영원하라♡♡♡,0개
126,김수영,ㅎㅎ 모자는아쉬운데.. 사람이살렸습니다~,0개
127,쏠이,....음..밑에 수술처럼생긴거는 요즘잘..ㅎㅎㅎ못봤...그래두 은정님이라 예쁨쓰🧏🏻‍♀️,0개
128,명수찡,일진에게찍혔을때에 나오는 류설닮았어여,0개
129,yjank,쨔미스 언니들 국자가 바로 옆에있어요...!!ㅎㅎ,0개
130,피그렛,다시보니까 썸넬에 대문짝만한 삼다수가 눈에 보이네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개
131,강연경,ㅎㅎ  찐우정 보기좋아요~^^♥,0개
132,JiyeonKim,다들 엄청 착하시다.,0개
133,0MinK,은정님 저 모자 정보 알 수 있나용?! 넘 예뽀요!,0개
134,youngO,쨔미쓰 컨텐츠 너무 재밌다구요!!!!!!! 자주해주라 #주라주라,0개
135,hujiank,슬기님 살빠지신 것 같은데.. 연애하시나 더 예뻐지셨어요!,0개
136,진리,❤️,1개
137,nabinyuri,한국에서 에어비앤비 내국인 안된다고 알고있는데 이제 되는건가요???,0개
138,end둥꼬,예~~~!~!,0개
139,희망꿈,미역국장인으로써 자연스럽게 엄마미소가 ㅎㅎ,0개
140,,이것만 보구... 과제해야지.. 히히,0개
141,김유진,"작년에 효진언니 생일선물 받은 영상 본게 엊그제같은데.,.. 😂😂",0개
142,hyeinkim,벌써 일년이 지낫군 ㅋㅋㅋㅋㅋ 작년생파영상이 엊그제가튼데!!!!!!,0개
143,눈사람,💕,1개
144,송뜽,어머 언닝 잠옷 어디꺼에용,0개
145,RUIZHI,제가 그 삼두중 하나하겠습니다!!!!!!!!!!!!!!불러만주세요!!!!!!!♥️💙,0개
146,독일은나도처음이라,맞아욤 요즘 버킷햇 많이 써요 !,0개
147,mariamsedki,Irst,1개
148,꾸르미,믿고보는 쨔미쓰편,0개
149,JooYp,삼두에 저도 껴주세요 방을 깨드리갰어여!!!!!!!!!!!!!!!!!!!!!!(흥분),0개
150,늘푸른생선,캡모자가 짱인거 아닌가요?,0개
151,하름Harem,와휴 일등 언니 저 오늘 브이로그 올렸는데...❤️,4개
152,제이맘TV,즐거운 시간 보내셨나요? 저도 집좀 탈출하고 시퍼요? 월요일에 약속은 잡혀있긴한데 ㅋ,0개
153,마들렌,쨔미쓰 우정 영원하라!!😁,3개
154,뭘봐,택시 안에서 마스크 써주셨으면 좋겠어용 ㅠㅠ,1개
155,SufiahNadhirah,I dont understand anything but thats okayyyy,0개
156,민아,진짜 쨔미스 케미는 믿고본다,1개
157,녕안,세 분 우정 응원하게돼.. 진짜 변치말고 평생우정해용♥️,0개
158,쁄,우와!! 올라오자마자 바로 클릭!!!!!!!!!!!!!!!!!!!! 효진님짱 재밌게 봐용 항상!!,0개
159,본죽,오 마이갓,0개
160,구지윤,"안뇽하세요 효진님 오늘 처음 댓글 남겨요!!! 사실 엄청나게 속상한 일이 있어서 땅바닥에서 꺼이꺼이하고 울었는데 언니 영상 보니까 기분이 한결 나아졌어요 저에게 효진님은 활력소,, 비타민,,? 늘 감사해요 쨔미쓰 영상 특히나 너무 조아요,, 늘 건강하시구 행복하세요 항상 댓글을 남기진 못해두 빠짐없이 다 보며 응원합니다🤍💙,,",3개
161,waterwaterwater,즈 죄송한데 은정언냐 샌들 어디껀지 알 수 있을까여?.? 샌들에 관심이 많아져가지고 사람들 발밖에 안보이네여👀 은정언냐 댓 한번 주시면 사랑할게요,1개
0,조효진HYOJIN,"💜insta : https://www.instagram.com/hyojinc_/ 
     (조효진의 더 많고 빠른 소식듣기!)

💜조효진 쇼핑몰 : http://hyolic.com/

💜business&문의 : chohyojin@1994company.com
     ‼️전속회사 없습니다. 여기로 문의주세요‼️



조효진X범호 회원가입 시 뷰티코드를 입력하면
커리쉴 제품을 평생 20% 할인 받을수 있다고 합니다❤️❤️

+
커리쉴이 5월 가정의 달을 맞이 하여
자사몰 단독 프로모션도 진행한다고 합니다.

영상 속 제품이 궁금하시다면 아래 링크를 클릭!

[커리쉴 헤어앰플팩 바로가기]
http://m.curlyshyll.com/goods/goods_view.php?goodsNo=1000000053

[커리쉴x조효진 이벤트 페이지 바로가기]
http://m.curlyshyll.com/board/view.php?period=current&bdId=event02&sno=8

커리쉴 실키오일 세럼
#1분에1개씩 #베스트세럼 #실키한머릿결
27,000원
http://curlyshyll.com/goods/goods_view.php?goodsNo=1000000008


-----------------------------------------------

커리쉴 공식몰에서 20% 무조건 할인받는 코드 
C11010346
6월 30일까지만 오픈된대요!",38개
1,Vlog,"복실이가
옷입는걸 싫어하나봐요...",245개
2,오돌쇠TV웃고싶으면제채널오삼,무심코 지나가다 이 댓글을 보셨으면 모든사람들이 행복이 전해지기를 바랍니다 오늘 하루도 수고하셨습니다,135개
3,MoonPie,복실이는 어째서 복실이인거죠?ㅋㅋㅋㅋ그레이하운드 복실잌ㅋㅋㅋ,80개
4,쮸리,"이런 우리 언니의 현실적인 브이로그 너무좋아,,",82개
5,PinkAmy핑크에이미,0:10 나도 깜짝놀랐어 언니,96개
6,민서minseo,"이쯤되면 믿고보눈 조있그브............방학내내 1일 1조있그브보면서 지내고있다리,,😶",77개
7,부영BuYoung,6:01 ㅋㅋㅋㅋㅋㅋㅋㅋ아 ㅋㅋㅋㅋ 효과 너무웃곀ㅋㅋㅋㅋㅋㅋㅋㅋ,20개
8,정,Ssg에서 쇼핑하실때 카메라가 너무 흔들려서 다음촬영땐 들흔들렸으면 좋겠숩니당 🙏🏻,29개
9,anch,"언니 제발 조있그브 많이 올려줘요ㅠㅠㅠㅠㅠ
삶의 낙이에요!!!!",49개
10,김윤정,언니 .. 저거 롯데 초코파이 딸기맛 진짜 맛 없고 ㅜㅜ 오리온 초코파이 딸기맛이 우주 존맛탱인데 ㅜㅜ 오리온 드셨다가 롯데 드시는 거 보고 가슴이 철컹했어요 !!!!!!! !! !!!!! ㅜㅜ 오리온 초코파이 딸기맛 제발 꼭ㄱ꼭 드셔주세요오 ..🥰🥰,15개
11,오하늘,알록달록 좋아하시는데 옷은 그림자룩인 그녀..,11개
12,AnnaB,ㅋㅋㅋㅋㅋ아아ㅏ아ㅏㅏ 진짜 존잼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이형제 조자매 언니 유머ㅋㅋㅋㅋㅋㅋㅋㅋ제 스타일ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,25개
13,수딴SUDDAN,20:07 언니 무슨 몇 개는 만들 수 있는 향료 양을 한 번에 때려.. 부으시네요.. 역시..💕,2개
14,,캔들 한번쯤 만들어 보고싶었는데 굉장히 골져스하고...투자해야하는 작업이었군요...ㅋㅋㅋㅋㅋㅋ잘 보고갑니당,32개
15,YouRin,2:51 언니가 우리 복실이 하는데 시리 켜졌어욬ㅋㅋㅋㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,30개
16,sozero,6:06 김혜수다!ㅋㅋㅋㅋㅋ!,12개
17,킴쪼이,2:37 복실아 잠이 계속와? ㅋㅋㅋ귀엽☺️서울사람들은 졸려?? 한데요 ㅋㅋㅋ,16개
18,쮸리,조있브그만 기다렸는데 올리셨으니 열심히 보고갑니다당,29개
19,무갸,4:00 나도 언니처럼 당당하게 말할수있는 사람이 되고싶어욬ㅋㅋㅋㅋㅋㅋㅋ,19개
20,BN,요즘 효진씌 보는 낙으로 지내요~ 효진씌 알게 된지는 얼마 안됐지만 영상들 하나씩 보면서 알아가고 있답니다~ 코로나땜에 일도 없어지고 집에 있는 시간이 많아서 한동안 힘들었는데 나으 최애 채널♡ 효진씌도 늘 행복하고 건강하면 좋겠어요~ 효진효진화이팅♡,3개
21,유다현,"15:39 이부분 왜이리 귀엽죠 ,,,❤",6개
22,Filmfromsilv,우와 정실장님 금손이세요 ㅠㅠ 정성을 들여서 음식도 만들고 집도 꾸미시고 캔들도 만들고 심지어 립밤까지 저렇게 고급질수가... 0-0,16개
23,GaheeLee,효진님 븨로그만큼 잼난거 엄슴,8개
24,안녕,조효진님도 좋고 편집자님 편집 스타일도 존잼쓰,3개
25,하이안녕,2:54 복실이 약간 옷이..기린같아요..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 새끼 기린 아니예요..?ㅋㅋㅋㅋㅋㅋㅋ,17개
26,J,언니ㅠㅠ 강아지한테 튤립 안 좋아요ㅠㅠ 혹시 몰라서 댓 남겨봅니다ㅠㅠ,31개
27,영삶younglife,12:12 아브라카다브라 포즈 같아요 ㅠㅋㅋㅋ,5개
28,송민주,"효진씌,,,깡 2탄은,,, 언제,, 볼수있죠....?",3개
29,이보게정신이드는가,아닠ㅋㅋㅋㅋㅋ돈낭비 너무 웃겨욬ㅋㅋㅋㅋ,3개
30,Meltingpoint,러그랑 꽃병 그림 포스터들 어디껀가요ㅠㅠㅠㅠㅠㅠㅠㅠ전부 너무 예뻐요ㅠㅠㅠㅠㅠ,8개
31,SooYummy수야미,와 .. 집진짜이뻐요 ㅠㅠ 모든곳이 포토존 아니냐며 ㅠㅠ 효진님과 유경언니 신난거 복실이만큼 귀욥 💕💕💕,11개
32,영님,앜ㅋㅋㅋㅋㅋㅋㅋ정실장님네 간거 너무욱겨요ㅋㅋㅋㅋㅋ효진님 청담동 갔을때 매신 가방 어디꺼예요?? 넘나 예뻐요ㅠㅠ,4개
33,Minaticdays미나틱데이즈,‘11:22’ 에 입은 탑 정보 좀 알려주세요 느므 내 스타일이자나요 😍😍,9개
34,세상의모든취미세모취,"06:33 오 진짜 외국 마켓같아용!!!
영국은... 안가봤지만.... 영국감성 같네용 :)",16개
35,박정은,"언니 영상 너무 잘 봤어요!! ㅠㅠ 조있그브 최고,,,
브이로그 특성상 어쩔 수 없는거 같기도 한데 화면이 너무 흔들릴 땐 같이 멀미가 나기도 해요ㅠㅠ....!
저만 그런진 모루겟지만,,,",13개
36,연어,저 커리쉴쓰는데 에센스 향기 진짜 뒤집어지는것 넘나조아요,2개
37,heeRit희릿,썸넬보고 효진님인거 못알아봄 ㅋㅋㅋㅋㅋㅋㅋ,1개
