닉네임,댓글,좋아요수,날짜
ShootforLove슛포러브,"여러분 안녕하세요!! <신의 한 수 : 방과 후 트릭> 보너스 편, 코치진이 말하는 한국 유소년 축구의 문제점을 시청해주셔서 진심으로 감사합니다!! 이제 정말로 이 프로젝트가 끝을 향해 가고있다는 게 느껴지고, 그래서인지 더 아쉽고 아련하네요ㅠㅠㅠ 지금까지 한결같은 마음으로 월클FC와 코치진, 슛포러브 제작진을 응원해주신 여러분께 정말로 감사하다고 말씀드리고 싶어요 ㅎㅎㅎ 


오늘은 월클 FC의 감독님인 신태용 감독님의 싸인볼과 싸인 후드티를 선물로 드리기로 했는데요!


정말 소중한 댓글 중 랜덤추첨기를 통해 선정된 ‘싸인볼과 싸인 후드티’의 당첨자는 바로….




두구두구두구….


싸인볼  도민준서님
싸인 후드티  Hwanhee Nam님 입니다!!




선정되신 도민준서님, Hwanhee Nam님께서는 슛포러브 공식 이벤트 계정인 event@bekind.co.kr 로 메일을 보내주시면 감사하겠습니다! (저희가 실제로 댓글을 쓰신 분이 맞다는 본인 확인 절차를 거쳐서 싸인볼을 발송해드리도록 하겠습니다~!!)




신태용 감독님의 싸인볼, 싸인 후드티에 당첨된 도민준서님, Hwanhee Nam님 정말 정말 축하드립니다!! 한편 정말 아쉽게도 이번 이벤트에 당첨되지 못하신 많은 분들께는 정말 죄송하다는 말씀을 드립니다ㅠㅠㅠ  저희 슛포러브는 계속해서 다양한 이벤트로 여러분들을 찾아뵐테니까요..! 지금처럼 많이 많이 관심가져주세요 ㅎㅎㅎ




<신의 한수 : 방과 후 트릭>은 이제 보너스 영상 1개만을 남겨두고 있습니다ㅠㅠㅠ 이렇게 오랜기간 <신의 한 수 : 방과 후 트릭>을 지켜봐주셔서 정말 정말 감사하고, 저희는 더 재밌고 유익한 콘텐츠로 돌아오도록 하겠습니다!!!!!




감사합니다 ㅎㅎㅎㅎ",10개,2020. 4. 20.
배지석,"씨잼 바밤바 이렇게 골대들고 다니던 때부터 영국가서 유소년 프로그램까지
이렇게 성장한 모습을 보니 정말 감회가 남다릅니다
한국축구 발전에 앞장서주셔서 감사합니다.",732개,2020. 4. 20.
jihosong,"슛포러브는 진짜 좋은 채널인것 같다


+좋아요 이렇게 많은적 처음이다...",304개,2020. 4. 20.
조성우,김민구 코치 말이 되게 공감된다. 부모님이 못견딘다는거... 신태용 감독님도 부모님들 면담할 때 꼭 말씀드렸던거 기억난다. 부모님들이 조급해 하지 말라고.,154개,2020. 4. 20.
KYC,"신태용감독님... 진짜 난놈이라는 별명이 잘 어울리시는 분... 한국 축구를 진짜 사랑하시는 거 같다 ㅠ 
감독님 꼭 건강하시고 항상 화이팅입니다!!!!",211개,2020. 4. 20.
DDOCHI09,"단기간에 우리나라 유소년 환경이 변화는 건 힘들테지만 차근차근 부족한 점을 고쳐나가며
2030년에는 남부럽지 않은 유소년 환경이 만들어졌으면 좋겠습니다. 월클FC 잘봤습니다~
개인적으로 시즌2 부탁드립니다. 이번에는 독일쪽으로....ㅎㅎ",193개,2020. 4. 20.
김성우,진짜 이건 시즌2 필수다...,37개,2020. 4. 20.
이환,그냥 레전드 컨텐츠다,49개,2020. 4. 20.
큐플레이,애들다니는 축구학원 같은데서도 과목학원처럼 뭔가 빡쎄게 시켜야 애들이 잘할거라는 부모들의 인식이 강한거같아서 안타까움.. 진짜 슛포러브 분들이 좋은 영향력이 될수있다고 생각해요 개인적으로.. 이런 취지를 통해서 유소년 발전에 큰 발판이 될수있을거같아서 축구팬으로 너무 감사하고 행복합니다ㅜㅜ,190개,2020. 4. 20.
디디,저 아이들 중 프로데뷔 하는건 1명도 나오기 힘들다는걸 가장 잘 알고있는 신태용은 정말 마음이 아플 듯,74개,2020. 4. 20.
나나태,4:00 Winner,142개,2020. 4. 20.
도라에몽,"20:36 2030년 ""슛포러브 사고쳤다""라는 기사가 뜰때까지 . 우리 모두 힘을 모은다 .



P.S 요즘 슛포러브 부족한거 없고 완벽합니다 !! 부족하다고 느끼지 마세요😂 슛포러브처럼 좋은 일을 하는곳도 없구요 !! 댓글보고 힘내세요",40개,2020. 4. 20.
한영석,9:27 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ티비에 해버지형 나오는거 보소,39개,2020. 4. 20.
SquallLeonhart,19:37 영구 스카우터님 민구 코치님 자기가 뽑은 아이들이 대등하게 경기하는거 보고 ‘우리 애들 이렇게 잘한다’ 부터해서 이렇게 축구하기 힘든 나라에서 헛일하는거 아니라고.. 우리가 가는 방향도 옳고 그 증거가 여기 있지 않냐고.. 그런 생각하면 진짜 울컥울컥 할듯.. 그 심정 너무 공감가고 우리나라  시스템 너무 욕하지 말고 응원 많이 해줬으면...너무 감사합니다!!,89개,2020. 4. 20.
박우진,애들 한명한명 스페셜영상 있으면 좋을 것 같아요!,47개,2020. 4. 20.
심윤찬,"신태용 감독님은 정말 대단하십니다 



존경합니다",56개,2020. 4. 20.
서지지,"윤스카우터님이 진짜 찐이네..

전 편에서는 아이들이 엇나갈까봐 엄하게 대하셨다고 하시더니 선수들 없을 때는 눈물 흘리시는데 같이 울었습니다..

윤스카우터님의 신의한수 프로그램에 대한 애착이 진심으로 느껴집니다. 
모든 분들 고생하셨지만 이번편은 윤스카우터님이 mom드세요..",85개,2020. 4. 20.
징징,4:56 진수ㅋㅋㅋㅋㅋ 역시 1꼴통답다 애들 하나같이 개성있고 멋있다 나중에 모두 2030 월드컵에서 만나자!!,63개,2020. 4. 20.
ezammaze,이번 월클fc 보면서 신태용 감독님이 너무 좋아졌음 ㅠㅠ,32개,2020. 4. 20.
찐축,14:50 윤스카우터님 15:22 민구코치님이 하시는 말씀들 너무 공감합니다.지도자가 모든 내.외부 상황을 컨트롤 그리고 알면서도 할수없는 환경... 시설보다 사실 이런걸 고쳐나가기가 현실적으로 너무 어려운거 같습니다. 하지만 이번 신의한수를 보면서 정말 꿈같은 일들을 하셔서 너무나 대리만족하고 있습니다 감사합니다~,85개,2020. 4. 20.
오렌지팜,"슛포러브가 있어서 앞으로 우리나라 축구가 더욱 발전하길 기대가 됩니다... 이런 좋은 취지의 영상 만들어 주셔서 감사합니다. 전국에 있는 모든 유소년들 그리고 코치님들, 감독님들 모두 화이팅입니다!",45개,2020. 4. 20.
,"저 아이들이 손.차.박 처럼 성장해서




""아 내가 저랫나 ㅋㅋㅋㅋ(부끄러워하며)""  이런날이 오겠지???",19개,2020. 4. 20.
JIHYESHIM,21:05 10년 계약 시즌2 존버합니다 감독님 🤪 갓포러브 비하인드 2편 더 기다릴게요 🥳,51개,2020. 4. 20.
남승운,아 시즌2 존버단 모집합니다ㅠㅠㅠ너뮤좋다 방과후트릭,9개,2020. 4. 20.
강현,감독님 한국말 진짜 많이 늘으셨네요 ㅋㅋㅋ 나중에 아이들이랑 한팀에서 꼭 다시 만났으면 좋겠어요,37개,2020. 4. 20.
신수연,"정말 감독님뿐만 아니라 윤스카우터님, 민구코치님까지 오직 진심으로 아이들을 생각하는 마음으로 기획을 하셨다는게 느껴지는 감동적인 영상입니다ㅠㅠ 기획에 참여하고 영상 만드느라 힘써주신 슛포러브 제작진분들 너무 감사드리고 그런 기획에 좋은 마음으로 참여하고 지원해주신 구단주, 서포트 해주신 분들 정말 감사드립니다! 코로나 종식 후 시즌2 갑시다 제발~!!",56개,2020. 4. 20.
