닉네임,댓글,좋아요수,날짜
RyutopiaRyutopia,끌리는 제품이었는데 영태형의 검증 덕분에 나의 지갑은 지켰다 고마워요ㅎ,7개,2020. 5. 30.
gunstap,방송하다 무서져야 빅재미였을텐데...,3개,2020. 5. 30.
조지훈,"오 저거 사고 싶었는데 ㅋㅋㅋㅋㅋ
그냥 약해 보이는 플라스틱이긴 하네요",2개,2020. 5. 30.
찌라시티비,하루만원 짜리 쓰레기 됐네요 ㅜㅡㅜ 아깝.....그래도 님의 실수가 구매에 도움되는건 인정,3개,2020. 5. 30.
HJKim,뛰지만 않으면 그래도 쓸만한 접이식 안장이네요,2개,2020. 5. 30.
TaeyoungKim,"늘 재밌게 보고 있는데  다시 자주 업로드 해주실 분위기라서 다행이네요.
물건  소개 이후 계속 사용하시다가 제품에 대해 새로이 이야기해주시는  이런 영상 너무 좋은 것 같습니다.
앞으로도 많은 영상 부탁 드립니다.",1개,2020. 5. 30.
ANDYCHUCHU,"이거 1만원짜리는 보질 못햇는데,,
가격이 생각보다 비싸서 구매하지 않았던 기억이 나네요,,",0개,2020. 5. 30.
deltarobin,난 이형이 리뷰 망할때마다 기분이 좋아져 이상해,0개,2020. 5. 30.
Realistian,오 살려고 생각중이었는데 ㅋㅋㅋ 다행이다!!,1개,2020. 5. 30.
onearmedStar,트월킹 ㅋㅋㅋㅋ,0개,2020. 5. 30.
이수민,헐.. 사려했는데 ㅋㅋㅋㅋ,1개,2020. 5. 30.
전문가,"와 나도 사보고 싶다라고 생각했던건데
근데 엉덩방아 찧을때 모서리로 찧어서 그런듯한데
그렇다 하더라도 좀 약해보이긴 함...
ㅋㅋㅋㅋ",0개,2020. 5. 30.
이은지,지금 해외에서 주문해서 오고잇는데...하아,0개,2020. 5. 30.
kimGomDong,카카오 메이커스에서도 팔았었는데..,0개,2020. 5. 30.
키키짱,애들이 사용할 경우 위험할 수 있겠네요. 정말 걸쳐 앉을 정도로 조심히 써야. 그래도 차에 하나 두고 필요한 경우에만 사용하는 방법은 있겠어요.,0개,2020. 5. 30.
위바하,"궁금했는데,    감사드립니다 ^^",1개,2020. 5. 30.
kwangbo,"미국 홈쇼핑류의 광고 위험하죠 ㅋㅋ 내구성 보여준다고 망치로 치는듯하게 찍고 편집한다던지 ㅋㅋ
만약 애들이 보고 올라가서 뛰다 부러지면 큰일났겟어요",0개,2020. 5. 30.
무럭이아빠,"27초에 나온 지메이트인데
제가 1호 수령자입니다 ㅎㅎ
직접 대구에 가서 가져왔는데
참 오래전 일이네요.
지금도 보유 중",0개,2020. 5. 30.
이주형,이쁜 쓰레기가 만들어 졌군요,1개,2020. 5. 30.
skyzone,저두 관심있어 보던건데...감사합니다.,0개,2020. 5. 30.
ac,플라스틱 의자가 만원..?,0개,2020. 5. 30.
온누리,관심있게 보던 제품인데 이런 리뷰 너무 좋아요!!,0개,2020. 5. 30.
이현준,영태형 차량 무선 충전기 끝판왕좀 찾아주세요~^^,0개,2020. 5. 30.
빵발,의자가 잘못 했네요 ㅎㄷㄷㄷㄷㄷㄷ,0개,2020. 5. 30.
