닉네임,댓글,좋아요수,날짜
카페다방,미서원 누나 운동하시는 모습이 멋있고 아름다워요.,6개,2020. 6. 4.
전지민jeonjimin,소미님 멋져요 제워너비..,10개,2020. 6. 4.
SomiFit,"하체루틴 
0:03 스미스 머신 스쿼트 smith machine squat /  20-45kg  (8-12*4set)
1:08  원 레그 프레스 one leg press / 40-45kg (12*2set)
1:34 와이드 스쿼트 (덤벨 ) wide squat with dumbbell  / 40kg (10*3set)
3:02 레그 익스텐션 leg extension /15kg (5개씩 3초홀딩 15개 *3set)
3:32 라잉 레그 컬 lying leg curl / 10-15kg (12*3set)
4:18 힙쓰러스트 hip thrust / 60-80kg (8-12*3set)
7:16 덩키 킥 donkey kick / (15*2set)
7:35 카프 레이즈 calf raise /  20kg (20+ 20초홀딩) 30kg (10+20초 홀딩) 30kg (20+ 10초홀딩)",2개,2020. 6. 4.
이수진,"멈추면 근손실. 중량 내리면 근손실 올까봐 확실히 옆에서 힘들게 만들어주시네요..😆😆 ㅋㅋㅋㅎㅎ 
보기만해도 근육들이 타들어가는거 같네오...",2개,2020. 6. 4.
게임파괴녀겜걸,보면서 제 하체가 다 힘듦 덜덜 ㅋㅋㅋ,2개,2020. 6. 4.
yapkim,"오늘 운동하기 전에 소미님 운동 브이로그 보면서 운동 욕구 뿜뿜 채우고 가요! 항상 소미님께 감사합니다 제 워너비세요!>< 어제는 제 친구한테 소미님 영업했답니다~헤헤
운동 브이로그 영상 자주 올려주세요~",1개,2020. 6. 4.
김hm,ㅠㅠㅠ트레이너 얄미워욬ㅋㅋㅋㅋㅋ,1개,2020. 6. 4.
이영,우와 진짜 짱이다. 코치님도 완전 미남ㅋㅋㅋ,0개,2020. 6. 4.
송지니,"지금도 해외살고 계신거죠?
진심 멋지네요^^",2개,2020. 6. 4.
jiyeonmoon,골프선생님 소미님 머리카락 잡아주는거 괜히 웃김ㅋ ㅋ 보는 제 하체가 다 털리는 기분이에용!!,0개,2020. 6. 4.
Iny,운동하는 모습 너무 멋져요:-) 화이팅!,0개,2020. 6. 4.
이상협,오 첫 댓글의 영광인가 ㅎㅎ  근데 스쿼트 무게 저랑 똑같이 드시네요 . 전 남잔데 ㅡㅡ,0개,2020. 6. 4.
군산갈매기,멋있으세요 👍👍👍😁,1개,2020. 6. 4.
MiMiWoo,소미쌤 근육 펌핑대박ㅋㅋㅋㅋ 전 미국인데요 저두 이젠 짐 가고싶어요..ㅠㅠ 자극 받았는데!!! 쌤의 대박홈트를 기다리는 수밖에🙏🏻,0개,2020. 6. 4.
JiyeC,궁금증이 해결됬습니닼ㅋㅋㅋ 미서원님이 저희 하라고 영상 올려주시는거는 그냥 웜업이였네욬ㅋㅋ운동영상 올려주시는것 도 저승과 때때로 하이파이브 하고 오는데 이건..저승에 제발로 가는 길이군요,0개,2020. 6. 4.
HaileyhyeriYun,진짜 너무 멋진분 👍,0개,2020. 6. 4.
예꼼맘,ㅎㅎ 미소짓게 되는 영상입니당.우리 소미님 힘들어하는게 왜이렇게 좋은지..(맨날 쌤 따라하면서 나만힘들어..나만..ㅜㅜ 이랬는데),0개,2020. 6. 4.
아팬TV,차양마이에서도 최고 입니다.,0개,2020. 6. 4.
EunyoungNam,점점 넘사벽이 되어 가시는...^^,0개,2020. 6. 4.
영은김,언니 카프레이즈 하면 종아리 알 안생기누요?ㅠㅠ 운동하면 종아리 붓기나 얇아지는데 도움될까유 ㅠㅠ,0개,2020. 6. 4.
